giornata,anno,partita,risultato,partita_short
11,2020,Crotone - Spezia,4 - 1,CRO - SPE
11,2020,Torino - Udinese,2 - 3,TOR - UDI
11,2020,Lazio - Verona,1 - 2,LAZ - VER
11,2020,Cagliari - Inter,1 - 3,CAG - INT
11,2020,Atalanta - Fiorentina,3 - 0,ATA - FIO
11,2020,Bologna - Roma,1 - 5,BOL - ROM
11,2020,Napoli - Sampdoria,2 - 1,NAP - SAM
11,2020,Genoa - Juventus,1 - 3,GEN - JUV
11,2020,Milan - Parma,2 - 2,MIL - PAR
12,2020,Udinese - Crotone,0 - 0,UDI - CRO
12,2020,Benevento - Lazio,1 - 1,BEN - LAZ
12,2020,Juventus - Atalanta,1 - 1,JUV - ATA
12,2020,Fiorentina - Sassuolo,1 - 1,FIO - SAS
12,2020,Genoa - Milan,2 - 2,GEN - MIL
12,2020,Inter - Napoli,1 - 0,INT - NAP
12,2020,Parma - Cagliari,0 - 0,PAR - CAG
12,2020,Spezia - Bologna,2 - 2,SPE - BOL
12,2020,Verona - Sampdoria,1 - 2,VER - SAM
12,2020,Roma - Torino,3 - 1,ROM - TOR
13,2020,Fiorentina - Verona,1 - 1,FIO - VER
13,2020,Sampdoria - Crotone,3 - 1,SAM - CRO
13,2020,Parma - Juventus,0 - 4,PAR - JUV
13,2020,Torino - Bologna,1 - 1,TOR - BOL
13,2020,Benevento - Genoa,2 - 0,BEN - GEN
13,2020,Cagliari - Udinese,1 - 1,CAG - UDI
13,2020,Inter - Spezia,2 - 1,INT - SPE
13,2020,Sassuolo - Milan,1 - 2,SAS - MIL
13,2020,Atalanta - Roma,4 - 1,ATA - ROM
13,2020,Lazio - Napoli,2 - 0,LAZ - NAP
14,2020,Crotone - Parma,2 - 1,CRO - PAR
14,2020,Juventus - Fiorentina,0 - 3,JUV - FIO
14,2020,Verona - Inter,1 - 2,VER - INT
14,2020,Bologna - Atalanta,2 - 2,BOL - ATA
14,2020,Milan - Lazio,3 - 2,MIL - LAZ
14,2020,Napoli - Torino,1 - 1,NAP - TOR
14,2020,Roma - Cagliari,3 - 2,ROM - CAG
14,2020,Sampdoria - Sassuolo,2 - 3,SAM - SAS
14,2020,Spezia - Genoa,1 - 2,SPE - GEN
14,2020,Udinese - Benevento,0 - 2,UDI - BEN
15,2020,Inter - Crotone,6 - 2,INT - CRO
15,2020,Atalanta - Sassuolo,5 - 1,ATA - SAS
15,2020,Cagliari - Napoli,1 - 4,CAG - NAP
15,2020,Fiorentina - Bologna,0 - 0,FIO - BOL
15,2020,Genoa - Lazio,1 - 1,GEN - LAZ
15,2020,Parma - Torino,0 - 3,PAR - TOR
15,2020,Roma - Sampdoria,1 - 0,ROM - SAM
15,2020,Spezia - Verona,0 - 1,SPE - VER
15,2020,Benevento - Milan,0 - 2,BEN - MIL
15,2020,Juventus - Udinese,4 - 1,JUV - UDI
16,2020,Cagliari - Benevento,1 - 2,CAG - BEN
16,2020,Atalanta - Parma,3 - 0,ATA - PAR
16,2020,Bologna - Udinese,2 - 2,BOL - UDI
16,2020,Crotone - Roma,1 - 3,CRO - ROM
16,2020,Lazio - Fiorentina,2 - 1,LAZ - FIO
16,2020,Sampdoria - Inter,2 - 1,SAM - INT
16,2020,Sassuolo - Genoa,2 - 1,SAS - GEN
16,2020,Torino - Verona,1 - 1,TOR - VER
16,2020,Napoli - Spezia,1 - 2,NAP - SPE
16,2020,Milan - Juventus,1 - 3,MIL - JUV
17,2020,Benevento - Atalanta,1 - 4,BEN - ATA
17,2020,Genoa - Bologna,2 - 0,GEN - BOL
17,2020,Milan - Torino,2 - 0,MIL - TOR
17,2020,Roma - Inter,2 - 2,ROM - INT
17,2020,Parma - Lazio,0 - 2,PAR - LAZ
17,2020,Udinese - Napoli,1 - 2,UDI - NAP
17,2020,Verona - Crotone,2 - 1,VER - CRO
17,2020,Fiorentina - Cagliari,1 - 0,FIO - CAG
17,2020,Juventus - Sassuolo,3 - 1,JUV - SAS
17,2020,Spezia - Sampdoria,2 - 1,SPE - SAM
18,2020,Lazio - Roma,3 - 0,LAZ - ROM
18,2020,Bologna - Verona,1 - 0,BOL - VER
18,2020,Torino - Spezia,0 - 0,TOR - SPE
18,2020,Sampdoria - Udinese,2 - 1,SAM - UDI
18,2020,Napoli - Fiorentina,6 - 0,NAP - FIO
18,2020,Crotone - Benevento,4 - 1,CRO - BEN
18,2020,Sassuolo - Parma,1 - 1,SAS - PAR
18,2020,Atalanta - Genoa,0 - 0,ATA - GEN
18,2020,Inter - Juventus,2 - 0,INT - JUV
18,2020,Cagliari - Milan,0 - 2,CAG - MIL
19,2020,Benevento - Torino,2 - 2,BEN - TOR
19,2020,Roma - Spezia,4 - 3,ROM - SPE
19,2020,Milan - Atalanta,0 - 3,MIL - ATA
19,2020,Udinese - Inter,0 - 0,UDI - INT
19,2020,Fiorentina - Crotone,2 - 1,FIO - CRO
19,2020,Juventus - Bologna,2 - 0,JUV - BOL
19,2020,Genoa - Cagliari,1 - 0,GEN - CAG
19,2020,Verona - Napoli,3 - 1,VER - NAP
19,2020,Lazio - Sassuolo,2 - 1,LAZ - SAS
19,2020,Parma - Sampdoria,0 - 2,PAR - SAM
20,2020,Torino - Fiorentina,1 - 1,TOR - FIO
20,2020,Bologna - Milan,1 - 2,BOL - MIL
20,2020,Sampdoria - Juventus,0 - 2,SAM - JUV
20,2020,Inter - Benevento,4 - 0,INT - BEN
20,2020,Spezia - Udinese,0 - 1,SPE - UDI
20,2020,Crotone - Genoa,0 - 3,CRO - GEN
20,2020,Atalanta - Lazio,1 - 3,ATA - LAZ
20,2020,Cagliari - Sassuolo,1 - 1,CAG - SAS
20,2020,Napoli - Parma,2 - 0,NAP - PAR
20,2020,Roma - Verona,3 - 1,ROM - VER
21,2020,Fiorentina - Inter,0 - 2,FIO - INT
21,2020,Sassuolo - Spezia,1 - 2,SAS - SPE
21,2020,Atalanta - Torino,3 - 3,ATA - TOR
21,2020,Juventus - Roma,2 - 0,JUV - ROM
21,2020,Genoa - Napoli,2 - 1,GEN - NAP
21,2020,Benevento - Sampdoria,1 - 1,BEN - SAM
21,2020,Milan - Crotone,4 - 0,MIL - CRO
21,2020,Udinese - Verona,2 - 0,UDI - VER
21,2020,Parma - Bologna,0 - 3,PAR - BOL
21,2020,Lazio - Cagliari,1 - 0,LAZ - CAG
22,2020,Bologna - Benevento,1 - 1,BOL - BEN
22,2020,Torino - Genoa,0 - 0,TOR - GEN
22,2020,Napoli - Juventus,1 - 0,NAP - JUV
22,2020,Spezia - Milan,2 - 0,SPE - MIL
22,2020,Roma - Udinese,3 - 0,ROM - UDI
22,2020,Cagliari - Atalanta,0 - 1,CAG - ATA
22,2020,Sampdoria - Fiorentina,2 - 1,SAM - FIO
22,2020,Crotone - Sassuolo,1 - 2,CRO - SAS
22,2020,Inter - Lazio,3 - 1,INT - LAZ
22,2020,Verona - Parma,2 - 1,VER - PAR
23,2020,Fiorentina - Spezia,3 - 0,FIO - SPE
23,2020,Cagliari - Torino,0 - 1,CAG - TOR
23,2020,Lazio - Sampdoria,1 - 0,LAZ - SAM
23,2020,Genoa - Verona,2 - 2,GEN - VER
23,2020,Sassuolo - Bologna,1 - 1,SAS - BOL
23,2020,Parma - Udinese,2 - 2,PAR - UDI
23,2020,Milan - Inter,0 - 3,MIL - INT
23,2020,Atalanta - Napoli,4 - 2,ATA - NAP
23,2020,Benevento - Roma,0 - 0,BEN - ROM
23,2020,Juventus - Crotone,3 - 0,JUV - CRO
24,2020,Spezia - Parma,2 - 2,SPE - PAR
24,2020,Bologna - Lazio,2 - 0,BOL - LAZ
24,2020,Verona - Juventus,1 - 1,VER - JUV
24,2020,Sampdoria - Atalanta,0 - 2,SAM - ATA
24,2020,Crotone - Cagliari,0 - 2,CRO - CAG
24,2020,Udinese - Fiorentina,1 - 0,UDI - FIO
24,2020,Inter - Genoa,3 - 0,INT - GEN
24,2020,Napoli - Benevento,2 - 0,NAP - BEN
24,2020,Roma - Milan,1 - 2,ROM - MIL
24,2020,Torino - Sassuolo,3 - 2,TOR - SAS
25,2020,Juventus - Spezia,3 - 0,JUV - SPE
25,2020,Sassuolo - Napoli,3 - 3,SAS - NAP
25,2020,Cagliari - Bologna,1 - 0,CAG - BOL
25,2020,Atalanta - Crotone,5 - 1,ATA - CRO
25,2020,Fiorentina - Roma,1 - 2,FIO - ROM
25,2020,Genoa - Sampdoria,1 - 1,GEN - SAM
25,2020,Milan - Udinese,1 - 1,MIL - UDI
25,2020,Benevento - Verona,0 - 3,BEN - VER
25,2020,Parma - Inter,1 - 2,PAR - INT
25,2020,Lazio - Torino,0 - 0,LAZ - TOR
26,2020,Spezia - Benevento,1 - 1,SPE - BEN
26,2020,Udinese - Sassuolo,2 - 0,UDI - SAS
26,2020,Juventus - Lazio,3 - 1,JUV - LAZ
26,2020,Roma - Genoa,1 - 0,ROM - GEN
26,2020,Verona - Milan,0 - 2,VER - MIL
26,2020,Fiorentina - Parma,3 - 3,FIO - PAR
26,2020,Crotone - Torino,4 - 2,CRO - TOR
26,2020,Sampdoria - Cagliari,2 - 2,SAM - CAG
26,2020,Napoli - Bologna,3 - 1,NAP - BOL
26,2020,Inter - Atalanta,1 - 0,INT - ATA
27,2020,Lazio - Crotone,3 - 2,LAZ - CRO
27,2020,Atalanta - Spezia,3 - 1,ATA - SPE
27,2020,Sassuolo - Verona,3 - 2,SAS - VER
27,2020,Benevento - Fiorentina,1 - 4,BEN - FIO
27,2020,Genoa - Udinese,1 - 1,GEN - UDI
27,2020,Bologna - Sampdoria,3 - 1,BOL - SAM
27,2020,Torino - Inter,1 - 2,TOR - INT
27,2020,Parma - Roma,2 - 0,PAR - ROM
27,2020,Cagliari - Juventus,1 - 3,CAG - JUV
27,2020,Milan - Napoli,0 - 1,MIL - NAP
28,2020,Parma - Genoa,1 - 2,PAR - GEN
28,2020,Crotone - Bologna,2 - 3,CRO - BOL
28,2020,Spezia - Cagliari,2 - 1,SPE - CAG
28,2020,Verona - Atalanta,0 - 2,VER - ATA
28,2020,Juventus - Benevento,0 - 1,JUV - BEN
28,2020,Udinese - Lazio,0 - 1,UDI - LAZ
28,2020,Sampdoria - Torino,1 - 0,SAM - TOR
28,2020,Fiorentina - Milan,2 - 3,FIO - MIL
28,2020,Roma - Napoli,0 - 2,ROM - NAP
28,2020,Inter - Sassuolo,2 - 1,INT - SAS
29,2020,Milan - Sampdoria,1 - 1,MIL - SAM
29,2020,Napoli - Crotone,4 - 3,NAP - CRO
29,2020,Genoa - Fiorentina,1 - 1,GEN - FIO
29,2020,Benevento - Parma,2 - 2,BEN - PAR
29,2020,Sassuolo - Roma,2 - 2,SAS - ROM
29,2020,Lazio - Spezia,2 - 1,LAZ - SPE
29,2020,Atalanta - Udinese,3 - 2,ATA - UDI
29,2020,Cagliari - Verona,0 - 2,CAG - VER
29,2020,Torino - Juventus,2 - 2,TOR - JUV
29,2020,Bologna - Inter,0 - 1,BOL - INT
30,2020,Spezia - Crotone,3 - 2,SPE - CRO
30,2020,Parma - Milan,1 - 3,PAR - MIL
30,2020,Udinese - Torino,0 - 1,UDI - TOR
30,2020,Inter - Cagliari,1 - 0,INT - CAG
30,2020,Juventus - Genoa,3 - 1,JUV - GEN
30,2020,Verona - Lazio,0 - 1,VER - LAZ
30,2020,Sampdoria - Napoli,0 - 2,SAM - NAP
30,2020,Roma - Bologna,1 - 0,ROM - BOL
30,2020,Fiorentina - Atalanta,2 - 3,FIO - ATA
30,2020,Benevento - Sassuolo,0 - 1,BEN - SAS
31,2020,Crotone - Udinese,1 - 2,CRO - UDI
31,2020,Sampdoria - Verona,3 - 1,SAM - VER
31,2020,Sassuolo - Fiorentina,3 - 1,SAS - FIO
31,2020,Cagliari - Parma,4 - 3,CAG - PAR
31,2020,Milan - Genoa,2 - 1,MIL - GEN
31,2020,Lazio - Benevento,5 - 3,LAZ - BEN
31,2020,Atalanta - Juventus,1 - 0,ATA - JUV
31,2020,Bologna - Spezia,4 - 1,BOL - SPE
31,2020,Torino - Roma,3 - 1,TOR - ROM
31,2020,Napoli - Inter,1 - 1,NAP - INT
32,2020,Verona - Fiorentina,1 - 2,VER - FIO
32,2020,Milan - Sassuolo,1 - 2,MIL - SAS
32,2020,Genoa - Benevento,2 - 2,GEN - BEN
32,2020,Udinese - Cagliari,0 - 1,UDI - CAG
32,2020,Spezia - Inter,1 - 1,SPE - INT
32,2020,Juventus - Parma,3 - 1,JUV - PAR
32,2020,Crotone - Sampdoria,0 - 1,CRO - SAM
32,2020,Bologna - Torino,1 - 1,BOL - TOR
32,2020,Roma - Atalanta,1 - 1,ROM - ATA
32,2020,Napoli - Lazio,5 - 2,NAP - LAZ
33,2020,Genoa - Spezia,2 - 0,GEN - SPE
33,2020,Parma - Crotone,3 - 4,PAR - CRO
33,2020,Sassuolo - Sampdoria,1 - 0,SAS - SAM
33,2020,Benevento - Udinese,2 - 4,BEN - UDI
33,2020,Fiorentina - Juventus,1 - 1,FIO - JUV
33,2020,Inter - Verona,1 - 0,INT - VER
33,2020,Cagliari - Roma,3 - 2,CAG - ROM
33,2020,Atalanta - Bologna,5 - 0,ATA - BOL
33,2020,Torino - Napoli,0 - 2,TOR - NAP
33,2020,Lazio - Milan,3 - 0,LAZ - MIL
34,2020,Verona - Spezia,1 - 1,VER - SPE
34,2020,Crotone - Inter,0 - 2,CRO - INT
34,2020,Milan - Benevento,2 - 0,MIL - BEN
34,2020,Lazio - Genoa,4 - 3,LAZ - GEN
34,2020,Sassuolo - Atalanta,1 - 1,SAS - ATA
34,2020,Napoli - Cagliari,1 - 1,NAP - CAG
34,2020,Bologna - Fiorentina,3 - 3,BOL - FIO
34,2020,Udinese - Juventus,1 - 2,UDI - JUV
34,2020,Sampdoria - Roma,2 - 0,SAM - ROM
34,2020,Torino - Parma,1 - 0,TOR - PAR
35,2020,Udinese - Bologna,1 - 1,UDI - BOL
35,2020,Spezia - Napoli,1 - 4,SPE - NAP
35,2020,Inter - Sampdoria,5 - 1,INT - SAM
35,2020,Fiorentina - Lazio,2 - 0,FIO - LAZ
35,2020,Genoa - Sassuolo,1 - 2,GEN - SAS
35,2020,Parma - Atalanta,2 - 5,PAR - ATA
35,2020,Benevento - Cagliari,1 - 3,BEN - CAG
35,2020,Verona - Torino,1 - 1,VER - TOR
35,2020,Roma - Crotone,5 - 0,ROM - CRO
35,2020,Juventus - Milan,0 - 3,JUV - MIL
36,2020,Napoli - Udinese,5 - 1,NAP - UDI
36,2020,Cagliari - Fiorentina,0 - 0,CAG - FIO
36,2020,Atalanta - Benevento,2 - 0,ATA - BEN
36,2020,Bologna - Genoa,0 - 2,BOL - GEN
36,2020,Sassuolo - Juventus,1 - 3,SAS - JUV
36,2020,Torino - Milan,0 - 7,TOR - MIL
36,2020,Lazio - Parma,1 - 0,LAZ - PAR
36,2020,Inter - Roma,3 - 1,INT - ROM
36,2020,Sampdoria - Spezia,2 - 2,SAM - SPE
36,2020,Crotone - Verona,2 - 1,CRO - VER
37,2020,Genoa - Atalanta,3 - 4,GEN - ATA
37,2020,Spezia - Torino,4 - 1,SPE - TOR
37,2020,Juventus - Inter,3 - 2,JUV - INT
37,2020,Roma - Lazio,2 - 0,ROM - LAZ
37,2020,Fiorentina - Napoli,0 - 2,FIO - NAP
37,2020,Benevento - Crotone,1 - 1,BEN - CRO
37,2020,Udinese - Sampdoria,0 - 1,UDI - SAM
37,2020,Parma - Sassuolo,1 - 3,PAR - SAS
37,2020,Milan - Cagliari,0 - 0,MIL - CAG
37,2020,Verona - Bologna,2 - 2,VER - BOL
38,2020,Crotone - Fiorentina,0 - 0,CRO - FIO
38,2020,Cagliari - Genoa,0 - 1,CAG - GEN
38,2020,Sampdoria - Parma,3 - 0,SAM - PAR
38,2020,Inter - Udinese,5 - 1,INT - UDI
38,2020,Torino - Benevento,1 - 1,TOR - BEN
38,2020,Bologna - Juventus,1 - 4,BOL - JUV
38,2020,Sassuolo - Lazio,2 - 0,SAS - LAZ
38,2020,Atalanta - Milan,0 - 2,ATA - MIL
38,2020,Spezia - Roma,2 - 2,SPE - ROM
38,2020,Napoli - Verona,1 - 1,NAP - VER
1,2021,Verona - Sassuolo,2 - 3,VER - SAS
1,2021,Inter - Genoa,4 - 0,INT - GEN
1,2021,Empoli - Lazio,1 - 3,EMP - LAZ
1,2021,Torino - Atalanta,1 - 2,TOR - ATA
1,2021,Bologna - Salernitana,3 - 2,BOL - SAL
1,2021,Udinese - Juventus,2 - 2,UDI - JUV
1,2021,Napoli - Venezia,2 - 0,NAP - VEN
1,2021,Roma - Fiorentina,3 - 1,ROM - FIO
1,2021,Cagliari - Spezia,2 - 2,CAG - SPE
1,2021,Sampdoria - Milan,0 - 1,SAM - MIL
2,2021,Udinese - Venezia,3 - 0,UDI - VEN
2,2021,Verona - Inter,1 - 3,VER - INT
2,2021,Atalanta - Bologna,0 - 0,ATA - BOL
2,2021,Lazio - Spezia,6 - 1,LAZ - SPE
2,2021,Fiorentina - Torino,2 - 1,FIO - TOR
2,2021,Juventus - Empoli,0 - 1,JUV - EMP
2,2021,Genoa - Napoli,1 - 2,GEN - NAP
2,2021,Sassuolo - Sampdoria,0 - 0,SAS - SAM
2,2021,Milan - Cagliari,4 - 1,MIL - CAG
2,2021,Salernitana - Roma,0 - 4,SAL - ROM
3,2021,Empoli - Venezia,1 - 2,EMP - VEN
3,2021,Napoli - Juventus,2 - 1,NAP - JUV
3,2021,Atalanta - Fiorentina,1 - 2,ATA - FIO
3,2021,Sampdoria - Inter,2 - 2,SAM - INT
3,2021,Cagliari - Genoa,2 - 3,CAG - GEN
3,2021,Spezia - Udinese,0 - 1,SPE - UDI
3,2021,Torino - Salernitana,4 - 0,TOR - SAL
3,2021,Milan - Lazio,2 - 0,MIL - LAZ
3,2021,Roma - Sassuolo,2 - 1,ROM - SAS
3,2021,Bologna - Verona,1 - 0,BOL - VER
4,2021,Sassuolo - Torino,0 - 1,SAS - TOR
4,2021,Genoa - Fiorentina,1 - 2,GEN - FIO
4,2021,Inter - Bologna,6 - 1,INT - BOL
4,2021,Salernitana - Atalanta,0 - 1,SAL - ATA
4,2021,Empoli - Sampdoria,0 - 3,EMP - SAM
4,2021,Venezia - Spezia,1 - 2,VEN - SPE
4,2021,Verona - Roma,3 - 2,VER - ROM
4,2021,Lazio - Cagliari,2 - 2,LAZ - CAG
4,2021,Juventus - Milan,1 - 1,JUV - MIL
4,2021,Udinese - Napoli,0 - 4,UDI - NAP
5,2021,Bologna - Genoa,2 - 2,BOL - GEN
5,2021,Atalanta - Sassuolo,2 - 1,ATA - SAS
5,2021,Fiorentina - Inter,1 - 3,FIO - INT
5,2021,Salernitana - Verona,2 - 2,SAL - VER
5,2021,Spezia - Juventus,2 - 3,SPE - JUV
5,2021,Cagliari - Empoli,0 - 2,CAG - EMP
5,2021,Milan - Venezia,2 - 0,MIL - VEN
5,2021,Sampdoria - Napoli,0 - 4,SAM - NAP
5,2021,Torino - Lazio,1 - 1,TOR - LAZ
5,2021,Roma - Udinese,1 - 0,ROM - UDI
6,2021,Spezia - Milan,1 - 2,SPE - MIL
6,2021,Inter - Atalanta,2 - 2,INT - ATA
6,2021,Genoa - Verona,3 - 3,GEN - VER
6,2021,Juventus - Sampdoria,3 - 2,JUV - SAM
6,2021,Empoli - Bologna,4 - 2,EMP - BOL
6,2021,Sassuolo - Salernitana,1 - 0,SAS - SAL
6,2021,Udinese - Fiorentina,0 - 1,UDI - FIO
6,2021,Lazio - Roma,3 - 2,LAZ - ROM
6,2021,Napoli - Cagliari,2 - 0,NAP - CAG
6,2021,Venezia - Torino,1 - 1,VEN - TOR
7,2021,Cagliari - Venezia,1 - 1,CAG - VEN
7,2021,Salernitana - Genoa,1 - 0,SAL - GEN
7,2021,Torino - Juventus,0 - 1,TOR - JUV
7,2021,Sassuolo - Inter,1 - 2,SAS - INT
7,2021,Bologna - Lazio,3 - 0,BOL - LAZ
7,2021,Verona - Spezia,4 - 0,VER - SPE
7,2021,Sampdoria - Udinese,3 - 3,SAM - UDI
7,2021,Fiorentina - Napoli,1 - 2,FIO - NAP
7,2021,Roma - Empoli,2 - 0,ROM - EMP
7,2021,Atalanta - Milan,2 - 3,ATA - MIL
8,2021,Spezia - Salernitana,2 - 1,SPE - SAL
8,2021,Lazio - Inter,3 - 1,LAZ - INT
8,2021,Milan - Verona,3 - 2,MIL - VER
8,2021,Cagliari - Sampdoria,3 - 1,CAG - SAM
8,2021,Empoli - Atalanta,1 - 4,EMP - ATA
8,2021,Genoa - Sassuolo,2 - 2,GEN - SAS
8,2021,Udinese - Bologna,1 - 1,UDI - BOL
8,2021,Napoli - Torino,1 - 0,NAP - TOR
8,2021,Juventus - Roma,1 - 0,JUV - ROM
8,2021,Venezia - Fiorentina,1 - 0,VEN - FIO
9,2021,Torino - Genoa,3 - 2,TOR - GEN
9,2021,Sampdoria - Spezia,2 - 1,SAM - SPE
9,2021,Salernitana - Empoli,2 - 4,SAL - EMP
9,2021,Sassuolo - Venezia,3 - 1,SAS - VEN
9,2021,Bologna - Milan,2 - 4,BOL - MIL
9,2021,Atalanta - Udinese,1 - 1,ATA - UDI
9,2021,Fiorentina - Cagliari,3 - 0,FIO - CAG
9,2021,Verona - Lazio,4 - 1,VER - LAZ
9,2021,Roma - Napoli,0 - 0,ROM - NAP
9,2021,Inter - Juventus,1 - 1,INT - JUV
10,2021,Spezia - Genoa,1 - 1,SPE - GEN
10,2021,Venezia - Salernitana,1 - 2,VEN - SAL
10,2021,Milan - Torino,1 - 0,MIL - TOR
10,2021,Juventus - Sassuolo,1 - 2,JUV - SAS
10,2021,Sampdoria - Atalanta,1 - 3,SAM - ATA
10,2021,Udinese - Verona,1 - 1,UDI - VER
10,2021,Cagliari - Roma,1 - 2,CAG - ROM
10,2021,Empoli - Inter,0 - 2,EMP - INT
10,2021,Lazio - Fiorentina,1 - 0,LAZ - FIO
10,2021,Napoli - Bologna,3 - 0,NAP - BOL
11,2021,Atalanta - Lazio,2 - 2,ATA - LAZ
11,2021,Verona - Juventus,2 - 1,VER - JUV
11,2021,Torino - Sampdoria,3 - 0,TOR - SAM
11,2021,Inter - Udinese,2 - 0,INT - UDI
11,2021,Fiorentina - Spezia,3 - 0,FIO - SPE
11,2021,Genoa - Venezia,0 - 0,GEN - VEN
11,2021,Sassuolo - Empoli,1 - 2,SAS - EMP
11,2021,Salernitana - Napoli,0 - 1,SAL - NAP
11,2021,Roma - Milan,1 - 2,ROM - MIL
11,2021,Bologna - Cagliari,2 - 0,BOL - CAG
12,2021,Empoli - Genoa,2 - 2,EMP - GEN
12,2021,Spezia - Torino,1 - 0,SPE - TOR
12,2021,Juventus - Fiorentina,1 - 0,JUV - FIO
12,2021,Cagliari - Atalanta,1 - 2,CAG - ATA
12,2021,Venezia - Roma,3 - 2,VEN - ROM
12,2021,Sampdoria - Bologna,1 - 2,SAM - BOL
12,2021,Udinese - Sassuolo,3 - 2,UDI - SAS
12,2021,Lazio - Salernitana,3 - 0,LAZ - SAL
12,2021,Napoli - Verona,1 - 1,NAP - VER
12,2021,Milan - Inter,1 - 1,MIL - INT
13,2021,Atalanta - Spezia,5 - 2,ATA - SPE
13,2021,Lazio - Juventus,0 - 2,LAZ - JUV
13,2021,Fiorentina - Milan,4 - 3,FIO - MIL
13,2021,Sassuolo - Cagliari,2 - 2,SAS - CAG
13,2021,Bologna - Venezia,0 - 1,BOL - VEN
13,2021,Salernitana - Sampdoria,0 - 2,SAL - SAM
13,2021,Inter - Napoli,3 - 2,INT - NAP
13,2021,Genoa - Roma,0 - 2,GEN - ROM
13,2021,Verona - Empoli,2 - 1,VER - EMP
13,2021,Torino - Udinese,2 - 1,TOR - UDI
14,2021,Cagliari - Salernitana,1 - 1,CAG - SAL
14,2021,Empoli - Fiorentina,2 - 1,EMP - FIO
14,2021,Sampdoria - Verona,3 - 1,SAM - VER
14,2021,Juventus - Atalanta,0 - 1,JUV - ATA
14,2021,Venezia - Inter,0 - 2,VEN - INT
14,2021,Udinese - Genoa,0 - 0,UDI - GEN
14,2021,Milan - Sassuolo,1 - 3,MIL - SAS
14,2021,Spezia - Bologna,0 - 1,SPE - BOL
14,2021,Roma - Torino,1 - 0,ROM - TOR
14,2021,Napoli - Lazio,4 - 0,NAP - LAZ
15,2021,Atalanta - Venezia,4 - 0,ATA - VEN
15,2021,Fiorentina - Sampdoria,3 - 1,FIO - SAM
15,2021,Verona - Cagliari,0 - 0,VER - CAG
15,2021,Salernitana - Juventus,0 - 2,SAL - JUV
15,2021,Bologna - Roma,1 - 0,BOL - ROM
15,2021,Inter - Spezia,2 - 0,INT - SPE
15,2021,Genoa - Milan,0 - 3,GEN - MIL
15,2021,Sassuolo - Napoli,2 - 2,SAS - NAP
15,2021,Torino - Empoli,2 - 2,TOR - EMP
15,2021,Lazio - Udinese,4 - 4,LAZ - UDI
16,2021,Milan - Salernitana,2 - 0,MIL - SAL
16,2021,Roma - Inter,0 - 3,ROM - INT
16,2021,Napoli - Atalanta,2 - 3,NAP - ATA
16,2021,Bologna - Fiorentina,2 - 3,BOL - FIO
16,2021,Spezia - Sassuolo,2 - 2,SPE - SAS
16,2021,Venezia - Verona,3 - 4,VEN - VER
16,2021,Sampdoria - Lazio,1 - 3,SAM - LAZ
16,2021,Juventus - Genoa,2 - 0,JUV - GEN
16,2021,Empoli - Udinese,3 - 1,EMP - UDI
16,2021,Cagliari - Torino,1 - 1,CAG - TOR
17,2021,Genoa - Sampdoria,1 - 3,GEN - SAM
17,2021,Fiorentina - Salernitana,4 - 0,FIO - SAL
17,2021,Venezia - Juventus,1 - 1,VEN - JUV
17,2021,Udinese - Milan,1 - 1,UDI - MIL
17,2021,Torino - Bologna,2 - 1,TOR - BOL
17,2021,Verona - Atalanta,1 - 2,VER - ATA
17,2021,Napoli - Empoli,0 - 1,NAP - EMP
17,2021,Sassuolo - Lazio,2 - 1,SAS - LAZ
17,2021,Inter - Cagliari,4 - 0,INT - CAG
17,2021,Roma - Spezia,2 - 0,ROM - SPE
18,2021,Lazio - Genoa,3 - 1,LAZ - GEN
18,2021,Salernitana - Inter,0 - 5,SAL - INT
18,2021,Atalanta - Roma,1 - 4,ATA - ROM
18,2021,Bologna - Juventus,0 - 2,BOL - JUV
18,2021,Cagliari - Udinese,0 - 4,CAG - UDI
18,2021,Fiorentina - Sassuolo,2 - 2,FIO - SAS
18,2021,Spezia - Empoli,1 - 1,SPE - EMP
18,2021,Sampdoria - Venezia,1 - 1,SAM - VEN
18,2021,Torino - Verona,1 - 0,TOR - VER
18,2021,Milan - Napoli,0 - 1,MIL - NAP
19,2021,Genoa - Atalanta,0 - 0,GEN - ATA
19,2021,Juventus - Cagliari,2 - 0,JUV - CAG
19,2021,Sassuolo - Bologna,0 - 3,SAS - BOL
19,2021,Venezia - Lazio,1 - 3,VEN - LAZ
19,2021,Verona - Fiorentina,1 - 1,VER - FIO
19,2021,Inter - Torino,1 - 0,INT - TOR
19,2021,Roma - Sampdoria,1 - 1,ROM - SAM
19,2021,Empoli - Milan,2 - 4,EMP - MIL
19,2021,Napoli - Spezia,0 - 1,NAP - SPE
19,2021,Udinese - Salernitana,0 - 1,UDI - SAL
20,2021,Sampdoria - Cagliari,1 - 2,SAM - CAG
20,2021,Lazio - Empoli,3 - 3,LAZ - EMP
20,2021,Spezia - Verona,1 - 2,SPE - VER
20,2021,Sassuolo - Genoa,1 - 1,SAS - GEN
20,2021,Milan - Roma,3 - 1,MIL - ROM
20,2021,Juventus - Napoli,1 - 1,JUV - NAP
20,2021,Fiorentina - Udinese,0 - 4,FIO - UDI
20,2021,Atalanta - Torino,4 - 4,ATA - TOR
20,2021,Bologna - Inter,2 - 1,BOL - INT
20,2021,Salernitana - Venezia,2 - 1,SAL - VEN
