,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,MGf h,MGs h,MGf a,MGs a,SGf h,SGs h,SGf a,SGs a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs,mediagol_fatti h,mediagol_subiti h,varianzagol_fatti h,varianzagol_subiti h,mediagol_fatti a,mediagol_subiti a,varianzagol_fatti a,varianzagol_subiti a
55,Bologna-Lecce,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2 , 0,1.0909090909090908,1.5454545454545454,0.8312094145936334,0.9341987329938276,0.8181818181818182,1.2727272727272727,0.6030226891555273,0.4670993664969137
56,Atalanta-Lazio,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0 , 2,1.4545454545454546,0.7272727272727273,0.8201995322647243,0.7862453931068965,2.090909090909091,0.4545454545454545,1.513574937328539,0.6875516509523286
57,Roma-Napoli,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,2.0,0 , 1,1.181818181818182,0.9090909090909092,0.9816498172140428,1.1361818036340356,2.363636363636364,0.8181818181818182,1.5666989036012804,0.7507571935295483
58,Cremonese-Sampdoria,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,0 , 1,0.8181818181818182,2.0,0.7507571935295483,1.3416407864998738,0.5454545454545454,1.6363636363636365,0.5222329678670935,1.2060453783110543
59,Sassuolo-Verona,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2 , 1,1.2727272727272727,1.181818181818182,1.4206272622267313,1.2504544628399563,0.9090909090909092,1.9090909090909087,0.7006490497453706,1.1361818036340356
60,Napoli-Sassuolo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,4 , 0,2.5,0.75,1.5666989036012806,0.7537783614444091,1.1666666666666667,1.4166666666666667,1.403458930534474,1.4433756729740643
61,Lecce-Juventus,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0 , 1,0.75,1.25,0.621581560508061,0.4522670168666454,1.5,0.5833333333333334,1.314257481345542,0.7929614610987591
62,Inter-Sampdoria,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,3 , 0,2.083333333333333,1.4166666666666667,0.996204919895622,1.3113721705515065,0.5,1.75,0.5222329678670935,1.2154310870109943
63,Empoli-Atalanta,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0 , 2,0.75,1.4166666666666667,0.621581560508061,1.2401124093721456,1.5,0.6666666666666666,0.7977240352174656,0.7784989441615231
64,Cremonese-Udinese,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0 , 0,0.75,1.8333333333333333,0.7537783614444091,1.403458930534474,1.6666666666666667,1.0,1.3026778945578592,1.2060453783110543
65,Spezia-Fiorentina,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,1.0,4.0,1 , 2,0.8333333333333334,1.8333333333333333,0.937436866561092,1.0298573010888743,1.0833333333333333,1.4166666666666667,1.164500152881315,1.378954368902449
66,Lazio-Salernitana,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,5.0,1.0,2.0,0.0,1 , 3,2.0,0.6666666666666666,1.4770978917519928,0.984731927834662,1.3333333333333333,1.4166666666666667,1.3026778945578592,1.3789543689024488
67,Torino-Milan,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,2 , 1,1.0,1.1666666666666667,0.8528028654224418,0.9374368665610924,2.083333333333333,1.0833333333333333,1.2401124093721456,0.7929614610987591
68,Verona-Roma,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1 , 3,0.9166666666666666,2.0,0.6685579234215215,1.1281521496355325,1.3333333333333333,0.9166666666666666,1.0730867399773196,1.0836246694508318
69,Monza-Bologna,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,0.0,1 , 2,0.9166666666666666,1.75,0.90033663737852,1.4222261679238195,1.1666666666666667,1.5,0.834847109936722,0.9045340337332908
70,Udinese-Lecce,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1 , 1,1.6153846153846154,1.0,1.2608503439122305,1.1547005383792517,0.7692307692307693,1.2307692307692308,0.5991446895152781,0.4385290096535146
71,Empoli-Sassuolo,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,5.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,1 , 0,0.7692307692307693,1.3076923076923077,0.5991446895152781,1.2506408613597126,1.0769230769230769,1.3846153846153846,1.3821202589704018,1.3867504905630728
72,Salernitana-Cremonese,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,2 , 2,1.3846153846153846,1.4615384615384617,1.2608503439122305,1.3301243435223524,0.8461538461538461,1.8461538461538465,0.8006407690254357,1.3445044840729643
73,Atalanta-Napoli,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,1 , 2,1.4615384615384617,0.7692307692307693,0.7762500258061847,0.8320502943378437,2.4615384615384617,0.7692307692307693,1.5063966175050874,0.7250110520819842
74,Milan-Spezia,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,2.0,1.0,2.0,2 , 1,2.076923076923077,1.0769230769230769,1.1875421719907089,0.75955452531275,0.8461538461538461,1.8461538461538465,0.898717034272917,0.9870962335856492
75,Bologna-Torino,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2 , 1,1.2307692307692308,1.4615384615384617,0.8320502943378437,0.8770580193070292,1.0,1.2307692307692308,0.816496580927726,0.9268086959962984
76,Sampdoria-Fiorentina,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,0 , 2,0.4615384615384615,1.7692307692307692,0.5188745216627708,1.1657505560686467,1.1538461538461535,1.3076923076923077,1.1435437497937313,1.3774744634423892
77,Monza-Verona,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2 , 0,1.0,1.6153846153846154,0.9128709291752768,1.4455945454184551,0.8461538461538461,2.0,0.6887372317211946,1.0801234497346437
78,Roma-Lazio,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0 , 1,1.2307692307692308,0.9230769230769232,1.091928428198338,1.0377490433255416,1.9230769230769231,0.6153846153846154,1.4411533842457842,0.9607689228305228
79,Juventus-Inter,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,0.0,2 , 0,1.5384615384615383,0.5384615384615384,1.2659242088545837,0.7762500258061849,1.9230769230769231,1.4615384615384617,1.1151635501529555,1.2659242088545837
80,Napoli-Empoli,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,2 , 0,2.4285714285714284,0.7142857142857143,1.4525460784051258,0.7262730392025629,0.7142857142857143,1.3571428571428572,0.6112498455021267,1.2157392722216296
81,Spezia-Udinese,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1 , 1,0.8571428571428571,1.7857142857142858,0.8644378215075665,0.9749612559222292,1.5714285714285714,1.0,1.2224996910042534,1.1094003924504583
82,Cremonese-Milan,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0 , 0,0.7857142857142857,1.7142857142857142,0.8017837257372733,1.3827826698682306,1.9285714285714288,1.0,1.2688144505364485,0.7844645405527362
83,Lecce-Atalanta,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2 , 1,0.8571428571428571,1.2142857142857142,0.6629935441317958,0.4258153136263201,1.4285714285714286,0.8571428571428571,0.7559289460184546,0.8644378215075663
84,Sassuolo-Roma,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1 , 1,1.0714285714285714,1.3571428571428572,1.3280573269766118,1.336306209562122,1.2142857142857142,0.9285714285714286,1.05090228108783,0.9972489631508747
85,Fiorentina-Salernitana,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,2 , 1,1.2142857142857142,1.2857142857142858,1.1217137594956024,1.3259870882635918,1.3571428571428572,1.5,1.2157392722216298,1.286019499792345
86,Inter-Bologna,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,6 , 1,2.2142857142857144,1.4285714285714286,1.5281246137553166,1.2224996910042534,1.2142857142857142,1.7857142857142858,0.8017837257372732,1.4769288003552106
87,Torino-Sampdoria,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2 , 0,1.0714285714285714,1.1428571428571428,0.8287419301647448,0.9492622930986468,0.4285714285714285,1.7857142857142858,0.5135525910130955,1.1217137594956024
88,Verona-Juventus,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0 , 1,0.7857142857142857,1.9285714285714288,0.699293206753068,1.071611705960535,1.5,0.5,1.224744871391589,0.7595545253127499
89,Lazio-Monza,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,0.0,1 , 0,1.8571428571428568,0.5714285714285714,1.4064216928154862,0.9376144618769908,0.9285714285714286,1.5714285714285714,0.9168747682531898,1.398586413506136
90,Empoli-Cremonese,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2 , 0,0.8,1.2666666666666666,0.6761234037828133,1.2227992865708153,0.7333333333333333,1.7333333333333334,0.7988086367179803,1.3345232785352157
91,Napoli-Udinese,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,3 , 2,2.466666666666667,0.8,1.4074631010979934,0.7745966692414834,1.6,1.1333333333333333,1.1832159566199232,1.1872336794093272
92,Sampdoria-Lecce,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0 , 2,0.4,1.8,0.50709255283711,1.082325538564332,0.9333333333333332,1.1333333333333333,0.7037315505489968,0.5163977794943222
93,Bologna-Sassuolo,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,3 , 0,1.3333333333333333,1.6666666666666667,0.8997354108424374,1.4960264830861911,1.0,1.4666666666666666,1.3093073414159542,1.3557637102737474
94,Atalanta-Inter,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,6.0,0.0,3.0,0.0,2.0,1.0,2 , 3,1.4666666666666666,1.0,0.7432233529572065,1.0,2.2666666666666666,1.4666666666666666,1.486446705914413,1.1872336794093274
95,Verona-Spezia,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1 , 2,0.8,1.9333333333333331,0.6761234037828133,1.0327955589886446,0.9333333333333332,1.7333333333333334,0.883715101688537,0.9611501047232548
96,Monza-Salernitana,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,3 , 0,1.0666666666666669,1.4666666666666666,1.0327955589886444,1.4074631010979934,1.2666666666666666,1.6,1.2227992865708155,1.2983506020002016
97,Roma-Torino,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1 , 1,1.2,0.9333333333333332,1.01418510567422,0.961150104723255,1.0666666666666669,1.1333333333333333,0.7988086367179803,0.9154754164341268
98,Milan-Fiorentina,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,1.0,2 , 1,1.9333333333333331,1.0,1.2227992865708155,0.7559289460184544,1.2,1.3333333333333333,1.082325538564332,1.2909944487358056
99,Juventus-Lazio,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3 , 0,1.6,0.4666666666666667,1.2421180068162376,0.7432233529572067,1.7333333333333334,0.7333333333333333,1.4375905768565216,1.0997835284835873
100,Salernitana-Milan,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1 , 2,1.25,1.625,1.1832159566199232,1.2583057392117916,1.9375,1.0,1.181453906563152,0.7302967433402214
101,Sassuolo-Sampdoria,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1 , 2,1.0,1.5,1.2649110640673518,1.3165611772087666,0.5,1.75,0.6324555320336759,1.0645812948447542
102,Spezia-Atalanta,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,2 , 2,1.0,1.75,0.8944271909999159,0.9309493362512627,1.5,1.0625,0.7302967433402214,0.9979144919948468
103,Torino-Verona,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1 , 1,1.0625,1.125,0.7719024117939607,0.8850612031567836,0.8125,1.875,0.6551081335677849,1.02469507659596
104,Roma-Bologna,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,6.0,0.0,1 , 0,1.1875,0.875,0.9810708435174292,0.957427107756338,1.25,1.625,0.9309493362512627,1.4548768561863463
105,Lecce-Lazio,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2 , 1,1.0,1.125,0.7302967433402214,0.5,1.6875,0.8125,1.40089257261219,1.1086778913041726
106,Cremonese-Juventus,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0 , 1,0.6875,1.6875,0.7932002689527196,1.3022416570411703,1.5625,0.4375,1.2093386622447824,0.7274384280931732
107,Fiorentina-Monza,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,1 , 1,1.1875,1.3125,1.0468205831628137,1.25,1.0625,1.4375,0.9979144919948468,1.3647344063956182
108,Inter-Napoli,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,1 , 0,2.1875,1.375,1.4705441169852742,1.2041594578792296,2.3125,0.8125,1.4930394055974097,0.75
109,Udinese-Empoli,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,1 , 1,1.5625,1.125,1.1528949070347507,1.1474609652039005,0.8125,1.25,0.6551081335677849,1.1832159566199232
110,Fiorentina-Sassuolo,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,2 , 1,1.2352941176470589,1.2941176470588236,1.032558216561292,1.2126781251816647,1.0,1.5294117647058822,1.224744871391589,1.280510008689093
