,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,media gol_fatti h,media gol_subiti h,media gol_fatti a,media gol_subiti a,varianza gol_fatti h,varianza gol_subiti h,varianza gol_fatti a,varianza gol_subiti a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs
92,Atalanta-Milan,2,0,1,0,0,8,1,0,1,2,2,3,1.6,1.2,1.7333333333333334,1.2,0.9856107606091622,1.2649110640673518,1.0997835284835875,1.3732131246511905,3,1,1,1,0,0,2,1,2,3,2,0,2,1,3,2,1,2,0,1,3,2
93,Inter-Udinese,2,2,2,1,2,1,1,2,1,0,1,16,2.466666666666667,0.4666666666666667,0.8,1.6666666666666667,1.3020130933435712,0.7432233529572065,0.8618916073713347,1.4474937289114918,1,2,2,1,3,0,1,0,1,0,1,1,1,1,3,1,0,1,3,3,4,0
94,Frosinone-Torino,0,2,0,2,0,12,2,2,1,0,2,10,1.3333333333333333,1.6,0.8666666666666667,1.0666666666666669,1.1751393027860064,1.1212238211627763,1.0600988273786194,1.2798809468443688,3,2,0,2,1,4,1,2,1,3,1,2,1,0,3,0,1,1,2,0,0,0
95,Monza-Genoa,1,2,1,1,0,11,2,0,2,0,1,14,1.0666666666666669,0.9333333333333332,1.0,1.3333333333333333,0.9611501047232548,0.8837151016885368,1.0690449676496976,1.0465362369445672,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,0,2,0,2,1,1,0
96,Salernitana-Bologna,0,0,1,2,0,20,1,2,0,2,1,7,0.7333333333333333,2.0,1.2,0.8,0.8837151016885368,0.9258200997725514,0.94112394811432,0.7745966692414833,0,0,2,2,0,1,2,2,1,3,1,1,1,2,1,1,0,2,0,1,1,2
97,Roma-Fiorentina,0,2,1,2,2,4,0,0,2,0,2,6,1.8666666666666667,1.1333333333333333,1.6,1.2,1.7674302033770737,1.0600988273786192,1.4040757000349275,1.0141851056742195,0,2,0,3,2,1,1,0,1,1,0,0,2,0,3,1,1,1,1,0,1,1
98,Empoli-Lecce,0,0,2,0,1,17,0,0,1,1,1,13,0.6666666666666666,1.8,1.1333333333333333,1.3333333333333333,0.8997354108424372,1.897366596101028,0.7432233529572065,0.9759000729485332,0,1,1,3,1,3,2,0,4,1,0,1,2,2,1,1,2,2,2,1,1,1
99,Cagliari-Sassuolo,2,2,0,1,0,19,1,0,1,2,0,15,1.0,1.8,1.4666666666666666,1.8666666666666667,1.1338934190276817,1.1464230084422218,1.3557637102737474,0.8338093878327919,4,2,1,1,0,3,1,2,1,1,1,1,2,4,1,1,2,2,3,2,2,1
100,Genoa-Juventus,0,2,0,1,0,14,2,2,1,2,2,2,1.0,1.3125,1.5,0.625,1.0327955589886444,1.01447851956888,0.816496580927726,1.02469507659596,1,1,1,1,0,2,0,2,1,1,1,2,1,2,1,0,1,1,1,0,1,1
101,Lecce-Frosinone,0,1,1,1,1,13,2,0,2,0,1,12,1.1875,1.3125,1.3125,1.625,0.75,0.9464847243000456,1.138346754435279,1.0878112581387147,1,2,2,1,1,2,2,2,1,1,2,0,2,1,0,1,2,1,3,0,2,1
102,Napoli-Cagliari,2,0,2,0,0,6,2,0,1,0,2,16,1.75,1.1875,1.0,1.8125,1.3416407864998738,0.9810708435174292,1.095445115010332,1.1086778913041726,2,0,2,0,0,0,1,1,3,1,2,1,1,0,2,1,2,1,1,1,2,1
103,Torino-Empoli,2,1,0,2,1,11,0,2,0,1,1,18,0.875,1.0,0.625,1.75,1.02469507659596,1.2649110640673518,0.8850612031567836,1.8439088914585773,2,1,0,3,0,1,1,2,0,0,1,1,3,1,1,2,0,4,1,1,1,0
104,Milan-Monza,0,1,2,2,0,3,2,1,1,0,2,9,1.8125,1.125,1.0,1.0625,1.1086778913041726,1.3601470508735445,0.966091783079296,0.9979144919948468,0,2,1,3,2,1,2,0,1,3,3,1,1,1,1,1,1,1,2,0,3,0
105,Fiorentina-Verona,0,2,0,2,1,7,0,0,1,1,1,19,1.5625,1.125,0.8125,1.4375,1.3647344063956182,1.02469507659596,0.9105858919765156,1.0935416468216166,0,2,0,3,1,1,1,1,0,1,1,0,2,3,1,3,1,2,3,1,1,0
106,Udinese-Sassuolo,2,1,0,1,0,17,0,1,2,0,0,15,0.875,1.6875,1.5,1.875,0.8850612031567836,1.40089257261219,1.3165611772087666,0.806225774829855,1,1,1,3,0,0,1,3,3,4,1,2,4,1,1,2,2,3,2,2,2,2
107,Bologna-Roma,2,0,2,1,2,5,2,1,2,2,1,4,1.25,0.75,1.75,1.1875,0.9309493362512627,0.7745966692414834,1.7701224063135672,1.0468205831628137,1,1,2,1,2,0,2,0,1,1,2,0,3,2,1,1,0,1,1,1,2,0
108,Lazio-Inter,0,1,0,2,1,10,2,2,1,2,2,1,1.0,1.125,2.4375,0.4375,0.8944271909999159,0.957427107756338,1.2632629707758134,0.7274384280931732,0,0,1,1,1,1,0,2,0,1,2,2,1,3,4,1,0,1,0,0,0,2
109,Atalanta-Salernitana,0,1,0,0,2,8,0,1,2,0,0,20,1.75,1.1875,0.75,2.125,1.1254628677422756,1.2230426539304888,0.8563488385776752,1.02469507659596,1,1,1,0,3,2,1,2,3,2,0,2,2,0,1,2,2,1,3,2,4,1
110,Empoli-Lazio,2,0,1,1,0,18,1,0,2,1,0,11,0.5882352941176471,1.7647058823529411,1.0588235294117647,1.0588235294117647,0.8702602720890289,1.786386428124731,0.8993461677306269,0.9663454503498036,1,3,1,1,0,0,4,1,1,1,0,1,1,1,0,0,2,0,1,2,0,2
111,Sassuolo-Genoa,1,2,0,0,1,15,2,0,1,0,1,14,1.4705882352941178,1.8823529411764703,1.0588235294117647,1.2941176470588236,1.280510008689093,0.7812132344290249,1.0289915108550531,0.985184366143778,2,4,1,1,2,2,3,2,2,2,1,1,1,0,1,0,2,1,1,1,1,2
112,Monza-Fiorentina,1,1,0,2,0,10,2,0,2,1,2,6,0.9411764705882352,1.0588235294117647,1.5294117647058822,1.0588235294117647,0.9663454503498036,0.9663454503498036,1.3284223283101428,1.0289915108550531,1,1,1,1,0,1,1,2,0,3,2,0,3,1,1,1,1,0,1,0,0,1
113,Salernitana-Milan,1,2,0,0,0,20,1,2,2,0,2,3,0.8235294117647058,2.117647058823529,1.8235294117647056,1.1764705882352942,0.8828430011649196,0.9926198253344826,1.0744355563298726,1.3339459376998313,2,2,0,1,1,2,1,3,2,4,2,1,3,2,3,2,0,1,3,0,2,2
114,Frosinone-Juventus,0,2,0,1,0,13,2,1,2,2,1,2,1.2941176470588236,1.6470588235294117,1.5294117647058822,0.6470588235294118,1.1048023512348792,1.0571882797418488,0.7998161553463027,0.9963167462326072,0,2,1,0,1,2,1,3,0,2,2,1,2,1,1,1,1,1,0,1,1,2
115,Bologna-Atalanta,0,2,1,2,2,4,1,0,0,2,2,7,1.2352941176470589,0.7058823529411765,1.6470588235294117,1.1764705882352942,0.9034248560828044,0.7717436331412898,1.1694644324747672,1.1850788010532811,1,2,1,2,2,2,0,1,1,0,1,1,0,3,4,1,2,3,2,1,1,0
116,Torino-Udinese,1,0,2,1,2,9,1,0,1,0,1,17,0.8823529411764706,1.0,0.8823529411764706,1.6470588235294117,0.9926198253344826,1.224744871391589,0.8574929257125443,1.3666188418222287,1,0,3,0,1,1,2,0,0,0,1,1,3,0,2,1,3,3,4,2,1,1
117,Verona-Cagliari,0,1,1,1,0,19,0,1,0,2,0,16,0.8823529411764706,1.3529411764705883,0.9411764705882352,1.8235294117647056,0.9275204136012636,1.1147408034263075,1.0880365478290537,1.0744355563298724,0,2,3,1,0,1,2,3,1,1,1,1,0,2,1,2,1,1,1,2,2,0
118,Inter-Lecce,2,1,2,2,2,1,1,1,1,1,2,12,2.411764705882353,0.4117647058823529,1.1176470588235294,1.3529411764705883,1.2277430273377532,0.7122871199007255,0.7812132344290251,0.931475742477242,2,1,3,4,2,0,1,0,0,0,2,2,1,1,2,2,2,1,1,1,2,0
119,Roma-Napoli,1,2,2,1,0,8,0,2,0,0,2,5,1.7647058823529411,1.1176470588235294,1.6470588235294117,1.2352941176470589,1.7149858514250882,1.053704948098403,1.3666188418222285,0.970142500145332,0,3,2,1,0,0,1,1,1,2,0,2,0,0,2,1,1,3,1,1,2,0
120,Fiorentina-Torino,0,2,1,2,2,5,0,2,1,2,1,10,1.5,1.0,0.8333333333333334,1.0,1.2947859237091257,1.0289915108550531,0.985184366143778,1.1881770515720091,0,3,1,1,1,1,0,1,0,0,0,3,0,1,1,2,0,0,0,1,1,0
121,Napoli-Monza,2,0,0,2,0,7,1,0,2,0,0,11,1.5555555555555556,1.1666666666666667,0.8888888888888888,1.0,1.381483525788905,0.985184366143778,0.9633818428657448,0.970142500145332,2,0,0,2,0,1,3,1,1,2,1,1,1,0,0,1,2,0,3,1,0,0
122,Genoa-Inter,0,1,0,1,2,13,1,2,2,2,2,1,1.0555555555555556,1.2777777777777777,2.333333333333333,0.4444444444444444,0.9983646759294876,0.9582800496695998,1.2366938848016846,0.7047921864945659,1,1,0,1,2,2,1,1,1,1,1,3,4,2,2,1,0,0,0,0,1,1
123,Lazio-Frosinone,0,2,1,0,2,9,2,0,1,0,0,14,1.1666666666666667,1.0555555555555556,1.2777777777777777,1.7222222222222223,0.985184366143778,0.937595311059234,1.0740552924509192,1.0740552924509197,1,1,1,0,2,2,0,1,2,0,2,1,0,1,1,1,3,0,2,2,3,1
124,Atalanta-Lecce,0,0,2,2,0,8,1,1,1,2,0,12,1.6111111111111112,1.1111111111111112,1.0555555555555556,1.3333333333333333,1.1447521637192346,1.1826634392157036,0.802365782965103,0.90748521297303,1,0,3,4,0,2,3,2,1,1,2,1,1,2,0,2,1,1,1,2,1,0
125,Cagliari-Empoli,1,0,2,0,0,18,0,1,1,0,0,19,0.8888888888888888,1.7222222222222223,0.5555555555555556,1.6666666666666667,1.078609610939221,1.1274936053323583,0.8555852638929974,1.7822655773580136,1,0,2,1,0,1,1,1,2,2,3,1,1,0,0,4,1,1,1,2,0,0
126,Udinese-Bologna,0,1,0,1,1,17,2,1,2,2,2,4,1.0,1.5555555555555556,1.1666666666666667,0.8333333333333334,0.970142500145332,1.381483525788905,0.923548145182799,0.9235481451827988,1,3,0,2,1,3,3,4,2,1,2,1,2,2,1,0,1,1,0,0,3,0
127,Verona-Salernitana,1,1,1,0,2,16,2,0,0,0,1,20,0.8333333333333334,1.3333333333333333,0.8333333333333334,2.0,0.9235481451827988,1.0846522890932808,0.8574929257125442,1.0846522890932808,2,3,1,0,2,2,3,1,1,0,2,0,1,1,2,1,3,2,4,2,0,1
128,Milan-Sassuolo,2,2,0,2,1,3,2,0,0,1,0,15,1.7777777777777777,1.1111111111111112,1.3888888888888888,1.8333333333333333,1.0602749674192764,1.323493100445977,1.2897281468629185,0.7859052479933759,1,3,2,3,2,0,1,3,0,2,4,1,1,2,1,3,2,2,2,2,1,0
129,Juventus-Roma,1,2,2,1,2,2,2,2,1,0,2,6,1.5,0.6111111111111112,1.6666666666666667,1.1111111111111112,0.7859052479933758,0.9785276387866012,1.7149858514250884,1.0226199851298272,1,2,1,1,2,1,1,0,1,1,3,2,1,0,2,1,1,1,2,0,1,0
130,Bologna-Genoa,1,2,2,2,0,5,1,0,1,2,1,12,1.1578947368421053,0.8421052631578947,1.0526315789473684,1.263157894736842,0.8983415518941832,0.8983415518941832,0.9703197760719184,0.9334586382051248,1,2,2,1,0,1,1,0,0,3,1,0,1,2,1,1,1,1,1,1,1,1
131,Inter-Verona,2,2,2,2,1,1,1,1,0,2,0,17,2.3157894736842106,0.4736842105263157,0.8421052631578947,1.368421052631579,1.204280863279335,0.6966922684794661,0.8983415518941832,1.065130472748108,3,4,2,2,1,0,0,0,0,1,3,1,0,2,0,3,1,1,0,1,2,1
132,Frosinone-Monza,0,1,0,0,0,14,0,2,0,0,1,11,1.3157894736842106,1.7894736842105263,1.0,1.0526315789473684,1.056862840830108,1.0841764600337105,1.0540925533894598,0.9703197760719182,1,0,1,1,1,3,0,2,2,3,1,1,0,0,0,2,0,3,1,0,2,3
133,Lecce-Cagliari,1,1,2,0,0,13,0,2,0,0,1,18,1.0526315789473684,1.3157894736842106,0.8947368421052632,1.6842105263157894,0.7798635358208024,0.88522637273985,1.0485300208760655,1.1081832770072817,1,1,2,0,0,1,1,1,2,1,0,2,1,0,0,1,1,2,2,0,1,1
134,Sassuolo-Fiorentina,0,0,1,0,0,16,2,1,2,2,2,4,1.368421052631579,1.736842105263158,1.4210526315789471,1.0,1.2565617248750864,0.8719139396343283,1.304513083861144,1.0,1,1,2,1,0,2,2,2,2,1,3,1,1,1,1,0,1,0,0,0,1,0
135,Empoli-Milan,1,1,0,0,1,19,2,0,2,1,2,3,0.5263157894736842,1.736842105263158,1.8421052631578947,1.0526315789473684,0.8411910241920599,1.758853959674307,1.0678721258619792,1.3112201362143718,1,1,0,0,0,1,1,1,2,0,3,2,3,2,1,1,3,0,2,0,0,3
136,Torino-Napoli,2,1,2,1,0,10,0,0,2,0,1,8,0.9473684210526316,0.9473684210526316,1.4736842105263157,1.263157894736842,1.0787690624311024,1.1772701101619385,1.3891812557774843,1.045737659005349,3,0,1,1,0,0,0,0,1,1,0,0,2,0,0,3,1,1,2,0,3,0
137,Udinese-Lazio,1,0,1,1,2,15,2,1,0,2,2,9,1.0,1.5789473684210529,1.2105263157894737,1.0526315789473684,0.9428090415820634,1.346426937147361,0.9763280054720368,0.9112679939102144,3,0,2,1,3,3,4,2,1,0,1,1,0,2,3,0,1,2,0,1,1,2
138,Salernitana-Juventus,0,0,0,1,2,20,2,2,1,2,2,2,0.8421052631578947,2.0,1.5263157894736843,0.631578947368421,0.8342100651206136,1.0540925533894598,0.7723284457212329,0.9551338658818384,0,1,1,2,1,3,2,4,2,0,2,1,1,2,1,1,0,1,1,0,1,2
139,Roma-Atalanta,2,1,0,2,0,7,0,2,2,0,2,6,1.631578947368421,1.105263157894737,1.5789473684210529,1.105263157894737,1.6736694986296652,0.9941348467724344,1.1212983285105118,1.1496249070460265,2,1,0,2,0,1,1,2,0,1,0,3,4,0,1,3,2,1,1,0,1,1
140,Genoa-Torino,0,1,2,1,1,12,1,2,1,0,2,10,1.0,1.2,0.9,0.9,0.9733285267845752,0.9514531821875086,1.0711528467275957,1.1652874052533588,0,1,2,1,1,1,1,1,1,1,0,1,1,0,3,0,0,1,1,0,0,0
141,Napoli-Salernitana,0,2,0,1,0,9,0,0,1,2,0,20,1.5,1.25,0.85,2.0,1.3572417850765923,1.019545822516343,0.8127277008872492,1.025978352085154,0,2,0,0,0,1,1,2,0,3,1,1,2,1,1,2,4,2,0,2,2,1
142,Verona-Empoli,1,0,2,0,0,18,1,0,0,1,0,19,0.9,1.35,0.55,1.75,0.9119095061289916,1.0399898784932575,0.8255779474818966,1.7129537431920892,1,0,2,0,1,1,1,0,1,2,1,0,0,0,0,1,1,2,0,3,2,1
143,Monza-Inter,2,0,0,1,2,11,2,2,2,1,2,1,1.0,1.25,2.45,0.5,1.025978352085154,1.292692009559488,1.3168942730211068,0.6882472016116853,1,0,0,0,3,0,3,1,0,2,4,2,2,1,2,0,0,0,1,1,1,5
144,Lazio-Lecce,1,0,2,2,2,7,1,2,0,0,1,13,1.2,1.0,1.0,1.3,0.9514531821875089,0.9176629354822472,0.7947194142390263,0.8645047258706176,1,0,2,3,2,1,2,0,1,1,1,2,0,0,1,1,1,2,1,1,1,0
145,Cagliari-Bologna,2,0,0,1,1,17,2,2,2,0,1,5,0.95,1.65,1.15,0.9,1.0500626547722611,1.089422831256605,0.8750939799154207,0.9119095061289916,2,1,0,0,1,1,2,2,0,1,2,2,1,0,1,1,0,0,3,1,2,1
146,Fiorentina-Udinese,1,2,2,2,0,4,0,1,1,2,0,16,1.45,1.05,1.05,1.6,1.2763022245616642,0.998683343734455,0.9445132413883328,1.3138933706635725,1,1,1,1,0,1,0,0,0,1,0,2,1,3,1,4,2,1,0,2,2,2
147,Milan-Roma,0,2,1,2,2,3,1,0,2,0,1,8,1.9,1.05,1.6,1.2,1.0711528467275957,1.2763022245616642,1.635140425323255,1.0563093645728083,2,3,2,1,3,3,0,2,0,0,1,0,2,0,1,1,2,0,1,1,3,1
148,Atalanta-Frosinone,2,2,0,2,1,6,1,0,0,0,0,15,1.75,1.05,1.25,1.95,1.332784974957958,1.145931016569864,1.069923755276638,1.2763022245616642,3,4,0,1,1,2,1,1,0,1,0,1,1,1,2,0,2,2,3,3,5,0
149,Juventus-Sassuolo,2,1,2,2,2,2,0,1,0,0,2,14,1.6,0.6,1.3,1.8,0.8207826816681232,0.9403246919632544,1.260743306232687,0.8944271909999157,1,1,2,1,2,0,1,1,0,1,1,2,1,0,1,2,2,2,1,0,3,0
150,Roma-Verona,0,2,0,1,0,9,0,2,0,0,2,18,1.619047619047619,1.1904761904761905,0.9047619047619048,1.380952380952381,1.5961262630566069,1.030487633067356,0.8890872794479688,1.023532631438318,0,2,0,1,1,2,0,1,1,3,0,2,0,1,2,1,0,1,2,1,2,1
151,Udinese-Milan,1,1,2,0,1,16,2,1,2,2,2,3,1.0952380952380951,1.6666666666666667,1.9523809523809523,1.0952380952380951,0.9436504599035548,1.3165611772087666,1.0712698295103096,1.2611408289624877,2,1,3,1,2,2,1,0,2,2,3,2,1,3,3,0,2,0,0,1,2,3
152,Frosinone-Cagliari,0,0,0,0,0,15,0,0,1,1,2,17,1.3333333333333333,1.9047619047619049,0.9523809523809524,1.7142857142857142,1.1105554165971787,1.2611408289624877,1.0235326314383175,1.1019463300386796,1,1,1,2,0,2,2,3,3,5,1,0,0,1,2,2,2,0,1,1,3,1
153,Empoli-Monza,0,0,1,0,0,19,0,0,1,2,0,11,0.6666666666666666,1.6666666666666667,0.9523809523809524,1.3333333333333333,0.966091783079296,1.7126976771553506,1.0235326314383175,1.3165611772087666,0,0,0,0,1,1,2,0,3,2,0,0,0,3,1,3,1,0,2,5,3,0
154,Salernitana-Genoa,0,1,2,0,0,20,1,2,1,1,1,12,0.8571428571428571,2.0,1.0476190476190477,1.1904761904761905,0.7928249671720919,1.0,0.973457265430305,0.9283882603225668,1,2,1,1,1,4,2,0,2,2,1,2,1,1,0,1,1,1,1,0,1,2
155,Lecce-Juventus,2,0,0,1,0,13,1,2,2,2,2,2,0.9523809523809524,1.380952380952381,1.6666666666666667,0.5714285714285714,0.8047478161629563,0.9206622874969128,0.8563488385776753,0.9258200997725518,2,0,0,1,0,1,2,1,1,1,1,2,1,2,3,1,1,0,1,0,0,3
156,Bologna-Fiorentina,2,2,0,1,0,7,2,2,2,0,1,4,1.0952380952380951,0.8571428571428571,1.380952380952381,1.0,0.8890872794479688,0.9102589898327996,1.2835961388299078,1.0,2,1,0,1,1,0,0,3,1,2,1,1,1,0,2,0,0,0,1,2,0,0
157,Torino-Lazio,2,1,0,2,1,10,0,2,2,2,2,6,0.8571428571428571,0.8571428571428571,1.1428571428571428,0.9523809523809524,1.0623424252901832,1.1526367287968176,0.9636241116594316,0.9206622874969124,1,1,0,3,0,0,1,1,0,0,0,2,3,2,1,2,0,1,1,0,0,0
158,Sassuolo-Napoli,1,0,0,2,0,14,2,0,1,0,2,8,1.238095238095238,1.7142857142857142,1.4285714285714286,1.1904761904761905,1.2611408289624877,0.9561828874675148,1.3627702877384935,1.0304876330673562,2,1,0,1,0,2,2,1,0,3,2,0,0,0,2,1,2,0,3,1,0,0
159,Inter-Atalanta,2,2,1,2,2,1,2,0,2,1,2,5,2.333333333333333,0.4761904761904761,1.6666666666666667,1.0,1.390443574307614,0.6796357567879737,1.35400640077266,1.140175425099138,2,2,1,2,5,0,0,1,1,1,4,0,1,1,5,1,1,0,1,0,0,0
160,Cagliari-Torino,0,1,1,2,0,17,1,0,2,1,1,10,0.9545454545454546,1.7272727272727273,0.9090909090909092,0.8636363636363636,0.9989171626493852,1.0771133460194242,1.0649878563622843,1.1252705302431791,0,0,1,2,1,2,0,1,1,3,1,0,3,0,0,1,1,0,0,0,1,2
161,Atalanta-Udinese,0,2,1,2,1,5,1,2,0,1,0,16,1.681818181818182,0.9545454545454546,1.0454545454545454,1.681818181818182,1.3232846447693147,1.1329385612423049,0.9500512631418384,1.2867960816866657,0,1,1,5,0,1,0,1,0,0,1,3,1,2,2,1,0,2,2,3,2,0
162,Juventus-Empoli,2,2,2,2,2,2,0,1,0,0,2,19,1.6363636363636365,0.5909090909090909,0.6818181818181818,1.6363636363636365,0.8477114595277798,0.9081163607574336,0.9454836825347088,1.6774542658006546,2,1,2,3,3,1,0,1,0,0,0,0,0,1,3,2,0,3,2,0,1,1
163,Milan-Bologna,1,2,2,2,2,3,2,0,1,0,1,7,1.9545454545454544,1.1363636363636365,1.1363636363636365,0.9090909090909092,1.0455015987905485,1.245772070624499,0.8888437939499212,0.9211323729436764,2,1,3,3,3,2,0,0,1,2,1,0,1,1,0,0,3,1,2,0,2,2
164,Genoa-Lecce,2,1,1,1,2,11,0,0,1,0,0,14,1.0909090909090908,1.181818181818182,0.9545454545454546,1.4090909090909092,0.971454035826165,0.9069238239845852,0.7854190708679775,0.9081163607574336,2,1,1,0,2,1,1,1,0,1,0,0,1,0,0,2,1,1,1,3,2,1
165,Verona-Frosinone,2,0,0,2,0,18,0,0,0,0,2,13,0.9090909090909092,1.3636363636363635,1.318181818181818,1.8636363636363635,0.8678978933300582,1.0021621646864365,1.0861186305619106,1.245772070624499,2,0,1,2,1,0,1,2,1,2,1,1,2,0,3,2,3,3,5,1,1,1
166,Monza-Sassuolo,0,1,2,0,0,12,0,0,2,0,1,15,0.9545454545454546,1.2727272727272727,1.181818181818182,1.681818181818182,0.998917162649385,1.3159033899195378,1.258735708723473,0.9454836825347088,0,0,3,1,0,1,0,2,5,3,1,0,1,0,0,2,1,0,3,0,1,0
167,Lazio-Napoli,2,2,2,2,1,6,0,1,0,2,1,9,1.0909090909090908,0.9090909090909092,1.3636363636363635,1.1363636363636365,0.9714540358261649,0.9211323729436764,1.364357673585582,1.0371873387954442,2,3,2,1,0,0,1,1,0,0,0,0,0,2,0,2,0,3,1,0,0,0
168,Fiorentina-Inter,2,2,0,1,1,4,2,1,2,2,1,1,1.318181818181818,1.0,2.272727272727273,0.4545454545454545,1.2867960816866657,0.9759000729485332,1.386390248839742,0.6709817063202619,1,1,0,2,0,0,0,1,2,0,2,1,2,5,0,0,1,1,1,0,0,1
169,Salernitana-Roma,1,2,0,0,0,20,2,0,1,0,2,8,0.8636363636363636,2.0,1.6363636363636365,1.181818181818182,0.7743171827921033,0.9759000729485332,1.5597757636597744,1.006472559480393,2,1,1,1,1,2,0,2,2,2,2,0,1,1,2,0,1,1,3,1,1,2
170,Lecce-Fiorentina,0,1,0,0,0,14,2,0,1,1,0,6,1.0434782608695652,1.434782608695652,1.3478260869565215,1.0869565217391304,0.8779242496606939,0.8957519419470861,1.26522350350995,1.040674758303078,0,1,0,0,1,1,1,1,3,2,1,0,2,0,0,0,1,2,0,1,3,2
171,Empoli-Genoa,1,0,0,2,1,19,1,1,1,2,2,11,0.6521739130434783,1.565217391304348,1.0434782608695652,1.1304347826086956,0.9346217344793908,1.6740285366450525,0.9759965009980692,0.9197009309398034,0,0,1,3,1,0,3,2,0,1,1,1,0,2,2,1,1,0,1,1,0,0
172,Udinese-Monza,2,0,1,0,0,17,1,2,0,0,2,12,1.0,1.608695652173913,0.9130434782608696,1.2173913043478262,0.9534625892455924,1.3052039351200886,0.9960395884000188,1.3127528930087211,3,1,2,2,0,0,2,2,3,2,0,3,1,0,1,0,2,5,3,0,0,0
173,Frosinone-Milan,0,0,0,2,1,13,2,2,2,2,1,3,1.3478260869565215,1.9130434782608696,2.0,1.173913043478261,1.070628347881999,1.2399795994751788,1.044465935734187,1.2303796130035891,1,2,0,3,1,3,3,5,1,1,1,3,3,3,2,0,0,1,2,2,2,3
174,Bologna-Sassuolo,0,1,0,1,1,8,0,2,0,1,0,15,1.2608695652173914,0.9565217391304348,1.2173913043478262,1.7826086956521738,1.0538842141140994,0.9282564726687248,1.2415723806063763,1.0425720702853738,0,1,1,0,2,3,1,2,0,2,0,1,0,0,0,1,0,3,0,1,4,2
175,Torino-Salernitana,0,2,1,1,2,10,2,0,0,0,0,20,0.8695652173913043,0.8260869565217391,0.8260869565217391,1.9130434782608696,1.0576280419404611,1.114049693401326,0.7776522892681231,1.040674758303078,0,3,0,0,2,1,0,0,0,1,1,1,1,1,1,0,2,2,2,2,0,0
176,Napoli-Verona,1,0,2,1,1,9,0,0,2,0,1,16,1.391304347826087,1.1304347826086956,0.9130434782608696,1.391304347826087,1.3395769493246945,1.0137396037394035,0.8481554037632527,0.98807114368361,0,0,2,0,0,0,3,1,0,0,0,1,2,1,1,1,2,1,2,1,2,1
177,Atalanta-Lazio,2,1,2,1,2,4,2,2,2,1,1,7,1.7391304347826086,0.9565217391304348,1.0869565217391304,1.0,1.32175473258942,1.106931092113573,0.9493080483968248,1.0,1,1,5,0,2,0,1,0,0,0,3,2,1,0,0,1,1,0,0,0,3,1
178,Inter-Juventus,1,2,2,1,2,1,2,2,2,2,1,2,2.217391304347826,0.4347826086956521,1.565217391304348,0.6086956521739131,1.3802674885401556,0.66237087637185,0.8957519419470863,0.891328448531772,1,2,5,0,1,1,1,1,0,0,1,2,3,3,1,0,1,0,0,1,1,0
179,Roma-Cagliari,0,1,0,2,2,5,1,1,2,0,0,18,1.7391304347826086,1.1304347826086956,0.9130434782608696,1.826086956521739,1.601629604903814,1.0137396037394035,0.9960395884000192,1.1541298931561732,0,1,1,2,2,1,1,3,1,1,0,1,2,1,1,0,1,1,3,2,4,0
180,Salernitana-Empoli,0,0,0,0,1,20,0,0,2,1,1,19,0.8333333333333334,1.9583333333333333,0.75,1.5416666666666667,0.7613869876268812,1.0417028979206266,1.03209369308428,1.641292350469637,1,1,1,1,0,2,2,2,2,0,0,1,3,1,0,3,2,0,1,0,1,3
181,Cagliari-Lazio,1,2,0,0,0,18,2,2,1,1,0,9,0.9166666666666666,1.875,1.1666666666666667,1.0,0.9743076322798874,1.1539158284426272,1.0072203103706696,0.9780192938436516,1,2,1,1,0,1,1,3,2,4,2,1,0,0,1,1,0,0,0,3,1,3
182,Roma-Inter,1,0,2,2,2,5,2,2,1,2,2,1,1.75,1.25,2.2916666666666665,0.5,1.5673294928413857,1.1515584902738285,1.398109489606424,0.7223151185146152,1,1,2,2,4,1,3,1,1,0,2,5,0,1,1,1,1,0,0,0,2,4
183,Sassuolo-Torino,2,0,1,0,0,15,2,1,1,2,1,10,1.2083333333333333,1.75,0.875,0.8333333333333334,1.2150922908825974,1.03209369308428,1.034723235417589,1.0901402648748688,1,0,0,0,2,0,3,0,1,4,3,0,0,2,0,0,0,0,1,0,1,1
184,Fiorentina-Frosinone,0,1,1,0,0,8,0,0,2,1,0,14,1.5,1.0833333333333333,1.3333333333333333,2.0416666666666665,1.4446302370292303,1.017954755408103,1.0494995356656045,1.3666578295932037,0,2,0,0,2,1,2,0,1,3,2,0,3,1,2,3,5,1,1,3,5,1
185,Bologna-Lecce,1,0,1,1,2,6,1,0,0,0,2,13,1.375,0.9166666666666666,1.0,1.5416666666666667,1.1726039399558574,0.928611242975073,0.8846517369293828,1.0206207261596574,1,1,0,2,4,1,2,0,2,2,1,0,0,1,3,1,1,3,2,2,4,0
