,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,media gol_fatti h,media gol_subiti h,media gol_fatti a,media gol_subiti a,varianza gol_fatti h,varianza gol_subiti h,varianza gol_fatti a,varianza gol_subiti a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs
93,Lazio-Juventus,2,2,2,2,2,3,2,2,2,2,1,2,2.4,1.0,1.7333333333333334,1.0,1.1832159566199232,0.9258200997725514,0.961150104723255,1.0,4,2,4,2,3,0,1,2,1,0,2,1,1,3,2,1,0,0,1,2,3,1
94,Lecce-Genoa,1,1,0,1,2,15,0,0,1,1,0,18,1.3333333333333333,1.9333333333333331,1.1333333333333333,2.0,0.8997354108424374,1.2798809468443688,0.990430401872025,1.4142135623730951,1,2,2,2,1,1,2,4,2,0,1,1,0,1,0,2,3,0,1,1,2,2
95,Sassuolo-Cagliari,0,1,2,0,1,10,2,2,2,1,2,4,1.8666666666666667,1.8,2.066666666666667,1.2666666666666666,1.0600988273786192,1.3732131246511905,1.3345232785352157,0.8837151016885368,1,2,3,1,2,2,2,1,2,2,3,2,5,2,4,2,0,2,2,3,2,2
96,Spal-Brescia,0,0,1,1,0,19,0,0,0,0,0,20,0.6,1.4666666666666666,0.7333333333333333,1.8666666666666667,0.7367883976130074,0.990430401872025,0.7988086367179803,1.4074631010979934,0,0,0,1,1,1,1,0,1,2,1,1,0,0,0,2,2,4,3,3,0,1
97,Torino-Fiorentina,0,0,2,0,2,11,2,1,0,0,0,14,1.2,1.4,1.2666666666666666,1.5333333333333334,1.2649110640673518,1.1832159566199232,1.0327955589886446,1.4074631010979937,0,0,4,0,1,4,1,0,3,0,2,1,2,0,0,1,1,5,1,1,2,1
98,Sampdoria-Parma,1,2,1,2,0,17,0,1,2,1,0,8,0.8,1.6666666666666667,1.4,1.2,0.8618916073713347,1.3972762620115435,1.4540583599999397,0.8618916073713346,1,1,0,2,3,1,0,0,1,4,0,1,2,2,0,1,1,0,2,1,0,1
99,Bologna-Milan,0,0,0,1,2,13,2,0,0,1,2,12,1.4666666666666666,1.7333333333333334,1.0666666666666669,1.2666666666666666,0.990430401872025,1.0327955589886446,0.7988086367179803,0.961150104723255,2,1,1,2,2,3,2,3,2,1,1,1,0,1,1,0,2,1,1,0,2,3
100,Brescia-Lecce,0,0,0,0,2,19,1,0,1,2,1,15,0.875,1.75,1.25,2.0,0.957427107756338,1.4375905768565218,0.9309493362512627,1.2649110640673518,1,0,0,0,1,2,4,3,3,0,2,2,2,1,2,2,4,2,0,2,3,0
101,Napoli-Parma,0,1,1,0,1,7,1,2,1,0,2,8,1.5625,1.3125,1.4375,1.1875,1.2632629707758134,1.138346754435279,1.4127396551853897,0.8341662504161466,1,0,1,1,1,2,0,1,2,1,1,2,2,0,1,1,0,2,1,0,1,2
102,Genoa-Sampdoria,0,1,1,0,1,18,2,1,2,0,0,17,1.0625,1.9375,0.8125,1.5625,0.9979144919948468,1.3889444433333775,0.8341662504161466,1.4127396551853897,1,0,1,0,2,3,0,1,1,2,1,0,2,3,0,0,0,1,4,1,0,1
103,Verona-Torino,2,0,2,0,0,12,0,2,0,2,2,9,1.0625,1.25,1.3125,1.5,0.8539125638299665,1.1254628677422756,1.3022416570411703,1.2110601416389966,2,1,1,1,2,1,2,0,3,3,0,4,0,1,2,1,0,3,0,1,3,3
104,Bologna-Atalanta,0,0,1,2,0,13,0,1,0,2,2,6,1.5,1.6875,2.375,1.5625,0.966091783079296,1.01447851956888,1.6683325008322931,1.0307764064044151,1,1,2,2,2,2,3,2,1,3,0,0,1,3,3,2,0,3,0,2,2,1
105,Juventus-Udinese,2,2,2,1,0,2,2,1,0,0,1,16,1.8125,1.0,0.6875,1.6875,0.9810708435174292,0.966091783079296,0.7932002689527196,1.922455027649108,1,1,3,2,1,0,0,1,2,3,3,0,1,0,1,1,0,2,3,1,3,1
106,Milan-Sassuolo,0,0,1,2,2,10,1,2,0,1,1,11,1.0,1.1875,1.75,1.6875,0.816496580927726,0.9810708435174292,1.1254628677422756,1.40089257261219,1,0,1,1,3,2,1,1,0,2,2,3,1,2,2,2,1,2,2,2,0,0
107,Roma-Spal,2,0,2,2,1,5,0,1,1,0,0,20,1.8125,1.0,0.625,1.5625,1.42448821218944,0.8944271909999159,0.7187952884282609,1.0307764064044151,2,0,3,3,0,1,2,0,1,0,0,0,1,1,0,1,0,1,2,1,3,1
108,Fiorentina-Inter,1,0,0,0,0,14,2,2,2,2,1,1,1.25,1.5,2.0,0.875,1.0,1.3662601021279464,1.095445115010332,0.8850612031567836,1,2,0,0,1,1,5,1,1,2,2,2,3,2,0,1,1,0,1,0,1,1
109,Cagliari-Lazio,2,2,1,2,1,4,2,2,2,2,2,3,2.0,1.3125,2.375,1.0,1.3165611772087666,0.873212459828649,1.1474609652039005,0.8944271909999159,2,5,2,4,2,0,2,2,3,2,2,4,2,3,3,1,2,1,0,1,1,2
110,Sampdoria-Juventus,1,2,0,0,2,16,2,2,1,0,2,2,0.8235294117647058,1.588235294117647,1.8235294117647056,1.0,0.8089572082044157,1.3719886811400708,0.951005659660279,0.9354143466934852,0,2,3,0,1,0,1,4,1,0,1,3,2,1,3,0,1,2,3,1,1,2
111,Fiorentina-Roma,0,0,0,0,1,14,0,2,2,1,2,4,1.2352941176470589,1.6470588235294117,1.9411764705882355,1.0,0.970142500145332,1.4552137502179978,1.4777765492156667,0.8660254037844386,2,0,0,1,1,5,1,1,2,1,0,3,3,0,3,2,0,1,0,1,1,4
112,Udinese-Cagliari,1,0,0,1,0,17,2,1,2,1,0,5,0.7647058823529411,1.6470588235294117,1.9411764705882355,1.3529411764705883,0.8313702367707395,1.8688625039910047,1.2976222599091634,0.8617697249402124,0,1,0,1,1,0,2,3,1,3,5,2,4,2,1,2,2,3,2,2,2,1
113,Inter-Genoa,2,2,2,1,1,1,1,1,0,1,0,19,2.117647058823529,0.8235294117647058,1.0,2.0588235294117645,1.1663164740528442,0.8828430011649196,1.0,1.4348601079588783,2,3,2,0,1,1,0,1,0,1,0,1,0,2,0,0,1,1,2,1,4,0
114,Torino-Spal,2,0,2,2,1,9,1,1,0,0,0,20,1.2941176470588236,1.5294117647058822,0.7058823529411765,1.5294117647058822,1.2631659571466125,1.1788578719900635,0.7717436331412899,1.007326105267277,4,0,1,2,3,0,3,0,1,3,0,1,1,0,1,0,1,2,1,3,1,2
115,Atalanta-Milan,1,0,2,2,0,6,0,1,2,2,1,10,2.5294117647058822,1.4705882352941178,0.9411764705882352,1.411764705882353,1.736290840370052,1.0675700831106785,0.8269362305593851,1.325651892910228,0,1,3,3,1,0,3,0,2,2,0,1,1,3,0,1,1,0,2,0,5,0
116,Lecce-Bologna,0,1,2,1,0,15,0,1,2,0,2,12,1.2941176470588236,2.0588235294117645,1.588235294117647,1.7058823529411764,0.919558717697852,1.2485285456935955,1.0036697371030323,0.985184366143778,2,2,1,2,0,4,2,0,2,3,1,2,2,2,2,3,2,1,3,1,2,3
117,Parma-Brescia,2,1,0,2,2,7,0,0,0,2,2,18,1.411764705882353,1.1764705882352942,0.8823529411764706,1.7058823529411764,1.3719886811400708,0.8089572082044156,0.9275204136012636,1.403776419268438,2,2,0,1,2,0,2,1,0,1,0,0,0,1,3,4,3,3,0,0,1,1
118,Sassuolo-Napoli,2,0,1,1,1,11,1,1,0,1,0,8,1.6470588235294117,1.588235294117647,1.4705882352941178,1.2352941176470589,1.1694644324747672,1.4168108346481796,1.280510008689093,1.1472473449907108,3,1,2,2,0,1,2,2,2,0,0,1,1,1,1,0,1,2,1,2,0,0
119,Lazio-Verona,2,2,2,2,2,3,0,2,0,0,1,13,2.235294117647059,0.9411764705882352,1.0,1.1764705882352942,1.2514697241996051,0.8993461677306268,0.8660254037844386,1.1311108542958477,4,2,3,3,2,2,1,0,1,1,1,1,1,2,3,2,0,3,3,3,0,0
120,Brescia-Lazio,0,0,2,2,1,18,2,2,2,2,1,3,0.8888888888888888,1.7222222222222223,2.2222222222222223,0.9444444444444444,0.9002541398626662,1.3636264606493256,1.2153699778283713,0.8726040960806521,0,0,1,3,1,3,3,0,0,1,2,3,3,2,0,1,0,1,1,0,1,2
121,Spal-Verona,1,0,0,0,2,19,2,0,0,1,1,13,0.6666666666666666,1.5555555555555556,1.0555555555555556,1.1111111111111112,0.7669649888473704,0.9835244081556432,0.8726040960806521,1.131832916836221,1,1,0,1,2,1,2,1,3,1,1,1,2,3,0,0,3,3,3,0,0,2
122,Genoa-Sassuolo,1,0,1,0,0,20,0,1,1,1,1,12,1.0555555555555556,2.0,1.6111111111111112,1.6111111111111112,0.9983646759294876,1.4142135623730951,1.1447521637192346,1.3779306261410682,1,0,2,0,0,1,1,2,1,4,1,2,2,0,0,2,2,2,0,0,2,1
123,Roma-Torino,2,2,1,2,2,4,0,2,2,1,0,10,1.8333333333333333,1.0555555555555556,1.3333333333333333,1.4444444444444444,1.5048939771136507,0.8726040960806521,1.2366938848016846,1.1991282236408358,3,3,0,3,4,0,1,0,1,1,0,1,2,3,1,3,0,1,3,2,0,2
124,Bologna-Fiorentina,1,2,0,2,2,9,0,0,0,1,0,15,1.5555555555555556,1.6666666666666667,1.2222222222222223,1.6111111111111112,0.9835244081556436,0.970142500145332,0.9428090415820636,1.419978827053786,2,2,2,2,3,2,1,3,1,2,0,0,1,1,1,1,1,2,1,4,1,1
125,Atalanta-Parma,0,2,2,0,2,5,1,0,2,2,1,7,2.6666666666666665,1.3888888888888888,1.3333333333333333,1.3888888888888888,1.7822655773580138,1.0921586228732252,1.3719886811400706,1.1950332945836273,1,3,3,1,5,3,0,2,2,0,2,0,1,2,1,2,1,0,1,1,5,0
126,Juventus-Cagliari,2,1,0,2,2,2,1,2,1,0,0,6,1.9444444444444444,0.9444444444444444,1.8333333333333333,1.5,1.055641551364534,0.9375953110592338,1.3394467690277296,1.0431851677040116,3,2,1,3,2,1,2,3,1,1,2,4,2,1,1,2,3,2,2,2,4,0
127,Milan-Sampdoria,1,2,2,1,0,11,2,0,0,2,0,17,0.8888888888888888,1.3333333333333333,0.7777777777777778,1.5,0.8323523637957304,1.3284223283101428,0.8084520834544434,1.3826657968874303,1,1,3,0,0,1,0,2,0,5,2,3,0,1,1,1,4,1,0,2,0,0
128,Lecce-Udinese,1,2,1,0,0,16,0,0,1,0,2,14,1.2222222222222223,2.0,0.7777777777777778,1.5555555555555556,0.9428090415820634,1.2366938848016846,0.8084520834544433,1.854159781877502,2,1,2,0,2,2,0,2,3,3,1,0,1,1,2,2,3,1,3,1,0,1
129,Napoli-Inter,1,0,1,0,1,8,2,2,1,1,2,1,1.4444444444444444,1.3333333333333333,2.1666666666666665,0.8333333333333334,1.2472191289246477,1.1881770515720091,1.1504474832710556,0.8574929257125443,1,1,1,1,0,1,2,1,2,0,3,2,0,1,4,0,1,0,1,0,1,3
130,Cagliari-Milan,2,1,0,0,0,6,2,2,1,0,1,12,1.736842105263158,1.5263157894736843,0.9473684210526316,1.263157894736842,1.3679711361135387,1.0202625507753482,0.8481145238787241,1.3267380744248862,4,2,1,1,0,3,2,2,2,4,1,3,0,0,0,0,2,0,5,0,0,2
131,Lazio-Napoli,2,2,2,1,2,3,0,1,0,1,0,11,2.1578947368421053,0.8947368421052632,1.368421052631579,1.3157894736842106,1.213953957333768,0.8752610304046613,1.2565617248750864,1.157230005897578,3,3,2,0,2,0,1,1,0,1,1,1,1,0,1,2,1,2,0,3,1,0
132,Inter-Atalanta,2,1,1,2,2,1,2,2,0,2,2,5,2.1052631578947367,0.8421052631578947,2.5789473684210527,1.368421052631579,1.1496249070460265,0.8342100651206136,1.7737527534606836,1.065130472748108,2,0,1,4,3,1,0,1,0,1,3,3,1,5,5,0,2,2,0,0,1,1
133,Udinese-Sassuolo,0,1,0,2,2,13,1,1,1,1,0,14,0.8947368421052632,1.4736842105263157,1.5263157894736843,1.6842105263157894,0.936585811581694,1.8369183449048443,1.1722922015640782,1.3764944032233708,0,1,1,2,1,3,1,3,1,0,2,2,0,0,1,2,2,0,0,2,3,0
134,Fiorentina-Spal,0,0,1,0,1,15,0,0,0,2,0,20,1.2105263157894737,1.5263157894736843,0.631578947368421,1.5263157894736843,0.917662935482247,1.4286131990551607,0.7608859102526822,0.964274111134126,0,1,1,1,1,1,2,1,4,1,1,0,1,2,0,2,1,3,1,2,1,0
135,Sampdoria-Brescia,0,0,2,0,1,16,0,2,2,1,0,18,1.0,1.4736842105263157,0.8947368421052632,1.894736842105263,1.247219128924647,1.348596844980885,0.8752610304046613,1.5236920380774408,3,0,1,1,0,4,1,0,2,0,0,1,3,1,1,3,0,0,1,2,5,1
136,Torino-Bologna,2,2,1,0,2,8,2,0,2,2,1,10,1.3157894736842106,1.368421052631579,1.4736842105263157,1.631578947368421,1.2042808632793345,1.2115429242540032,1.0202625507753482,0.9551338658818384,1,2,3,1,2,0,1,3,2,0,2,2,2,3,1,1,3,1,2,1,1,0
137,Verona-Genoa,0,0,1,1,2,9,0,1,0,0,2,19,1.105263157894737,1.105263157894737,1.0526315789473684,2.0,0.8752610304046612,1.1002392084403618,0.9703197760719182,1.3743685418725535,1,2,3,0,2,3,3,3,0,0,0,2,0,0,2,1,2,1,4,1,2,1
138,Roma-Juventus,2,1,2,2,0,4,1,0,2,2,2,2,1.7894736842105263,1.105263157894737,1.947368421052632,0.9473684210526316,1.4749368110164,0.8752610304046613,1.0259783520851542,0.9112679939102144,3,0,3,4,0,1,0,1,1,2,2,1,3,2,4,2,3,1,1,0,1,2
139,Parma-Lecce,0,2,2,1,0,7,2,1,0,0,0,17,1.368421052631579,1.3157894736842106,1.1578947368421053,2.0,1.3420765964144057,1.2042808632793345,0.958190302064658,1.2018504251546631,0,1,2,1,0,1,0,1,1,5,1,2,0,2,0,0,2,3,3,1,2,0
140,Lazio-Sampdoria,2,2,1,2,2,3,0,2,0,1,2,16,2.3,0.9,1.0,1.65,1.3416407864998738,0.8522416262267904,1.213953957333768,1.5312533566021211,3,2,0,2,1,1,1,0,1,0,0,1,1,0,5,1,0,2,0,1,5,1
141,Sassuolo-Torino,1,1,1,0,0,15,2,1,0,2,2,8,1.55,1.65,1.3,1.4,1.145931016569864,1.348488432516786,1.1742858972247996,1.1876558069531231,2,0,0,1,0,2,0,0,2,3,2,3,1,2,1,1,3,2,0,0,2,1
142,Napoli-Fiorentina,1,0,1,0,0,13,0,1,0,1,2,14,1.3,1.35,1.25,1.45,1.260743306232687,1.1367080817685316,0.910465468000326,1.4317821063276357,1,1,0,1,0,1,2,0,3,1,1,1,1,1,1,2,1,4,1,0,0,2
143,Milan-Udinese,2,1,0,1,2,10,1,0,2,2,2,11,1.05,1.3,0.95,1.55,0.9445132413883326,1.3018205875255098,0.9445132413883324,1.8202082009311031,3,0,0,0,2,2,0,5,0,0,1,1,2,1,3,1,3,1,0,0,3,2
144,Brescia-Cagliari,2,2,1,0,0,19,1,0,0,0,0,6,0.95,1.9,1.75,1.55,0.8870412083230169,1.4832396974191324,1.332784974957958,0.9986833437344552,1,3,1,1,1,0,0,1,2,5,2,1,1,0,0,2,2,2,4,2,2,2
145,Bologna-Verona,0,2,2,1,0,12,0,1,1,2,2,9,1.45,1.6,1.1,1.1,0.998683343734455,0.9403246919632544,0.8522416262267903,1.0711528467275957,2,2,3,1,0,3,1,2,1,1,2,3,0,2,2,3,3,0,0,1,1,1
146,Lecce-Inter,1,0,0,0,0,17,1,1,2,2,1,2,1.15,1.95,2.05,0.85,0.9333020044867296,1.190974832912761,1.145931016569864,0.8127277008872492,2,0,2,0,0,2,3,3,1,2,0,1,4,3,1,0,1,0,1,1,1,1
147,Genoa-Roma,1,0,0,2,0,18,1,2,2,0,0,5,1.05,2.05,1.85,1.1,0.9445132413883328,1.3562719801759993,1.460893742308382,0.8522416262267903,2,0,0,2,1,2,1,4,1,2,0,3,4,0,1,0,1,1,2,2,1,3
148,Juventus-Parma,0,2,2,2,2,1,2,2,1,0,2,7,1.95,0.95,1.35,1.35,0.9986833437344548,0.8870412083230169,1.3088765773505315,1.1821033884786185,1,3,2,4,2,3,1,1,0,1,1,2,1,0,2,0,1,1,5,0,2,1
149,Atalanta-Spal,2,0,2,2,1,4,0,0,2,0,0,20,2.5,1.4,0.7,1.5,1.7621756887140216,1.046296727561194,0.8013147091860319,0.9459053029269172,3,1,5,5,1,2,2,0,0,1,0,1,2,0,0,1,3,1,2,1,1,2
150,Brescia-Milan,2,1,0,0,1,19,1,0,1,2,2,8,0.9047619047619048,1.8571428571428568,1.0476190476190477,1.238095238095238,0.8890872794479688,1.4589624493356328,0.9206622874969124,1.300183137283433,3,1,1,1,2,0,1,2,5,2,0,0,0,2,3,0,5,0,0,2,0,1
151,Spal-Bologna,0,2,0,0,2,18,2,2,1,0,1,11,0.7142857142857143,1.5714285714285714,1.5238095238095235,1.5714285714285714,0.7837638128197258,0.9783367810436532,1.0304876330673562,0.9258200997725516,1,2,0,0,2,3,1,2,1,1,2,3,1,0,1,1,2,1,1,1,1,3
152,Fiorentina-Genoa,1,0,1,2,2,12,0,0,2,0,0,20,1.1904761904761905,1.380952380952381,1.0,1.9523809523809523,0.9283882603225668,1.430950400125402,0.9486832980505138,1.395571226279421,1,1,1,1,2,1,4,1,0,0,0,0,2,1,1,1,4,1,2,3,0,0
153,Torino-Atalanta,1,0,2,2,0,10,0,2,2,1,0,5,1.238095238095238,1.6666666666666667,2.7142857142857144,1.3333333333333333,1.1791845447071423,1.6832508230603462,1.978455385973036,1.0645812948447542,3,1,2,1,1,3,2,0,0,2,1,5,5,1,1,2,0,0,1,2,0,7
154,Inter-Cagliari,1,2,2,1,1,2,0,0,0,0,1,6,2.0,0.8571428571428571,1.7142857142857142,1.5238095238095235,1.140175425099138,0.792824967172092,1.3093073414159542,0.9807674351775564,1,4,3,1,1,1,0,1,1,1,1,1,0,0,2,2,2,4,2,2,1,1
155,Verona-Lecce,1,1,2,2,1,9,0,0,0,0,1,17,1.1904761904761905,1.0476190476190477,1.0952380952380951,2.0,0.9283882603225668,1.0712698295103096,0.9436504599035548,1.1832159566199232,3,0,2,2,1,3,0,0,1,1,0,2,0,0,1,3,3,1,2,1,3,0
156,Sampdoria-Sassuolo,2,0,1,2,0,16,1,1,0,0,2,14,0.9523809523809524,1.5714285714285714,1.4761904761904765,1.5714285714285714,1.2031704150364766,1.535298947157477,1.1670067531530235,1.3627702877384935,1,1,0,5,1,0,2,0,1,5,0,0,1,0,2,0,0,2,3,1,0,0
157,Parma-Udinese,2,1,0,2,0,7,0,2,2,2,0,13,1.380952380952381,1.2857142857142858,0.9047619047619048,1.5714285714285714,1.2835961388299078,1.1892374507581378,0.9436504599035548,1.7768350675126987,2,1,0,2,1,1,1,5,0,2,1,2,1,3,2,3,1,0,0,3,2,0
158,Roma-Lazio,2,2,0,0,2,4,2,1,2,2,2,3,1.809523809523809,1.0952380952380951,2.238095238095238,0.9047619047619048,1.4359334113755982,0.8309489698388166,1.3380867649282653,0.8309489698388166,3,4,0,1,3,1,1,2,2,1,2,0,2,1,5,1,0,1,0,1,1,1
159,Napoli-Juventus,0,1,0,0,0,15,2,2,2,2,2,1,1.3333333333333333,1.3333333333333333,1.9047619047619049,1.0,1.2382783747337809,1.1105554165971787,0.9952267030562386,0.8944271909999159,1,0,1,0,0,2,0,3,1,2,3,2,4,2,2,1,1,0,1,1,2,1
160,Bologna-Brescia,2,1,0,1,2,10,1,0,0,1,0,20,1.5454545454545454,1.5454545454545454,0.9090909090909092,1.8636363636363635,1.010764572808635,0.911684611677104,0.8678978933300582,1.4241272864946195,3,1,0,1,3,2,1,1,1,1,1,1,1,2,0,1,2,5,2,1,2,1
161,Cagliari-Parma,0,0,0,1,1,6,1,0,2,0,2,7,1.7272727272727273,1.5454545454545454,1.4090909090909092,1.318181818181818,1.2792042981336624,0.9625003513801574,1.2595952074297865,1.1705254675272427,1,0,0,2,1,2,4,2,2,1,1,0,2,1,2,1,5,0,2,0,2,2
162,Sassuolo-Roma,1,0,0,2,1,14,2,0,0,2,1,4,1.5909090909090908,1.5909090909090908,1.818181818181818,1.2272727272727273,1.2595952074297865,1.3330627431056186,1.401915819643949,1.0203555954301131,0,1,0,2,0,0,2,3,1,0,4,0,1,3,1,1,2,2,1,1,4,2
163,Juventus-Fiorentina,2,2,2,2,0,1,0,1,2,2,1,13,1.9545454545454544,0.9545454545454546,1.1363636363636365,1.4545454545454546,0.998917162649385,0.8985317508910342,0.940893928815244,1.4384936806479445,2,4,2,2,1,1,0,1,1,2,1,1,1,2,0,4,1,0,0,0,3,0
164,Atalanta-Genoa,2,2,1,0,2,5,0,2,0,0,1,19,2.6818181818181817,1.3636363636363635,1.0454545454545454,1.9545454545454544,1.9367710889731529,1.0486024506776148,0.9500512631418384,1.3619759010270172,5,5,1,1,7,0,0,1,2,0,0,2,1,1,0,4,1,2,3,0,2,2
165,Milan-Verona,0,1,2,2,2,8,1,2,2,1,2,9,1.0454545454545454,1.2272727272727273,1.181818181818182,1.0454545454545454,0.8985317508910341,1.2698638165386524,0.906923823984585,1.0455015987905485,0,0,2,3,1,5,0,0,2,0,0,2,2,1,3,0,0,1,1,0,1,1
166,Lazio-Spal,1,2,2,2,1,3,2,0,0,2,0,18,2.363636363636364,0.9090909090909092,0.7272727272727273,1.7272727272727273,1.432462234039017,0.8111773283374344,0.7672969364884685,1.202450600185906,0,2,1,5,1,0,1,0,1,1,2,0,0,2,1,1,2,1,1,3,5,1
167,Lecce-Torino,0,0,0,1,0,17,0,2,2,0,0,11,1.2272727272727273,1.9090909090909087,1.181818181818182,1.7727272727272727,1.109775532079227,1.2309149097933274,1.180652105380494,1.7163587753985023,2,0,0,1,0,3,1,2,1,3,1,2,1,1,0,2,0,0,2,7,4,0
168,Udinese-Inter,2,2,2,0,0,15,2,2,1,1,1,2,0.8636363636363636,1.5909090909090908,2.0,0.8181818181818182,0.9408939288152438,1.7364191645888718,1.1126972805283737,0.7950060578603362,2,1,3,2,0,1,0,0,3,2,4,3,1,1,1,0,1,1,1,1,0,2
169,Sampdoria-Napoli,0,1,2,0,1,16,1,0,0,0,2,12,1.0,1.681818181818182,1.4545454545454546,1.3636363636363635,1.1952286093343936,1.5852403644201765,1.3354960814430656,1.093071450000042,1,0,5,1,0,2,0,1,5,0,0,1,0,0,2,0,3,1,2,1,2,4
170,Roma-Bologna,0,0,2,1,0,5,1,0,1,2,2,10,1.826086956521739,1.3043478260869563,1.608695652173913,1.565217391304348,1.3702081432144626,1.06321906614239,1.033050664725273,0.8957519419470861,0,1,3,1,2,2,2,1,1,4,1,0,1,3,2,1,1,1,1,1,2,3
171,Fiorentina-Atalanta,1,2,2,1,0,14,2,1,0,2,1,4,1.1304347826086956,1.4782608695652173,2.652173913043478,1.3478260869565215,0.9197009309398034,1.4100149972571634,1.897574903352696,1.027295463038481,1,1,2,0,0,1,0,0,0,3,5,1,1,7,2,0,1,2,0,2,1,2
172,Torino-Sampdoria,2,2,0,0,0,13,1,2,0,1,0,16,1.173913043478261,1.826086956521739,1.0869565217391304,1.6521739130434785,1.1541298931561732,1.6963108075265056,1.2399795994751788,1.555304578536246,2,1,1,0,0,0,0,2,7,4,0,5,1,0,2,0,1,5,0,4,1,3
173,Verona-Juventus,2,2,1,2,1,9,2,2,2,0,2,1,1.2173913043478262,1.0434782608695652,1.9130434782608696,1.0,0.902346523798844,1.0215078369104984,0.9960395884000188,0.9045340337332908,2,2,1,3,1,0,1,1,0,1,4,2,2,1,3,0,1,1,2,0,2,1
174,Spal-Sassuolo,0,0,2,0,0,20,0,0,2,1,2,12,0.7391304347826086,1.7391304347826086,1.608695652173913,1.565217391304348,0.7518094115561121,1.176179922242412,1.2335879094879223,1.3082287455154331,0,0,2,1,1,2,1,1,3,5,1,0,2,0,4,2,3,1,0,2,1,2
175,Genoa-Cagliari,2,0,0,1,1,18,0,0,1,1,1,6,1.0434782608695652,1.8695652173913044,1.6521739130434785,1.5217391304347827,0.9282564726687248,1.391674851853202,1.3006535298622317,0.9472239447886796,2,1,1,0,2,1,2,3,0,2,0,0,2,1,2,4,2,2,1,2,1,0
176,Napoli-Lecce,0,0,0,2,2,11,0,0,1,0,2,17,1.4782608695652173,1.434782608695652,1.3043478260869563,1.9130434782608696,1.3097385310674976,1.1211230958496172,1.145536103502145,1.202763616096502,1,0,0,2,4,3,1,2,1,2,0,0,1,0,4,1,2,1,3,0,2,3
177,Brescia-Udinese,0,0,1,0,0,19,2,2,0,0,0,15,0.9130434782608696,1.826086956521739,0.8695652173913043,1.565217391304348,0.8481554037632527,1.402989467758157,0.9197009309398037,1.7009646182125795,1,1,2,0,1,2,5,2,1,2,1,3,2,0,0,0,0,3,2,2,1,1
178,Parma-Lazio,0,2,0,2,1,7,2,2,2,1,2,3,1.3478260869565215,1.3043478260869563,2.3043478260869565,0.8695652173913043,1.26522350350995,1.1455361035021452,1.428119634939456,0.8148813536665075,0,2,1,2,2,5,0,2,0,2,2,1,5,1,5,1,0,1,1,1,0,1
179,Inter-Milan,2,1,1,1,2,2,1,2,2,2,1,8,2.0869565217391304,0.8695652173913043,1.0869565217391304,1.3478260869565215,1.1643587184783055,0.8148813536665074,0.9001536978993628,1.368765058934975,3,1,1,1,2,1,1,1,1,0,0,2,3,1,1,0,0,2,0,1,4,2
180,Lecce-Spal,0,1,0,2,2,17,0,2,0,0,0,20,1.3333333333333333,1.875,0.75,1.75,1.1293194051465598,1.190998850070631,0.7372097807744856,1.1515584902738285,0,1,0,4,3,2,1,3,0,2,0,2,1,1,1,1,1,3,5,2,2,1
181,Bologna-Genoa,0,1,2,2,2,7,0,0,1,1,2,18,1.5416666666666667,1.625,1.125,1.7916666666666667,1.062366786192884,0.9237212077056678,0.9918143234365558,1.4135729219948652,0,1,3,2,3,1,1,1,1,2,1,1,0,2,1,2,3,0,2,0,0,3
182,Atalanta-Roma,1,0,2,1,2,4,0,2,1,0,0,5,2.625,1.3333333333333333,1.7916666666666667,1.3333333333333333,1.8606333657491825,1.0072203103706696,1.350657381543832,1.0494995356656045,1,1,7,2,2,1,2,0,2,1,1,3,1,2,2,2,1,1,4,3,2,1
183,Udinese-Verona,2,0,0,0,1,15,2,1,2,1,2,6,0.8333333333333334,1.5,1.1666666666666667,1.0,0.9168313422570846,1.6939791077198396,0.9168313422570846,1.0215078369104984,3,2,0,0,1,0,3,2,2,1,2,1,3,1,2,1,1,0,1,1,0,0
184,Juventus-Brescia,2,2,0,2,0,2,0,1,0,0,1,19,1.9166666666666667,0.9583333333333334,0.875,1.8333333333333333,0.9743076322798876,0.9078961186825508,0.8501917942185291,1.3726099121798927,2,2,1,3,1,1,1,2,0,2,1,2,0,1,1,5,2,1,2,1,2,0
185,Sampdoria-Fiorentina,2,0,1,0,2,16,2,2,1,0,0,14,1.0833333333333333,1.7916666666666667,1.2916666666666667,1.4583333333333333,1.2128538629008951,1.6675722177612804,1.1970676733137329,1.3824731042801417,5,1,0,2,3,1,5,0,4,1,1,2,0,0,1,0,0,0,3,2,1,5
186,Sassuolo-Parma,0,2,1,2,2,11,2,0,2,1,0,9,1.5416666666666667,1.5416666666666667,1.3333333333333333,1.25,1.2503622663458174,1.2846642825425556,1.2394482175782784,1.1515584902738285,0,2,0,4,2,3,1,0,2,1,2,1,2,2,0,0,2,0,2,1,0,1
